Player,Nation,Squad,Age,Born,90s,Att,Pass Types Live,Pass Types Dead,Pass Types FK,Pass Types TB,Pass Types Sw,Pass Types Crs,Pass Types TI,Pass Types CK,Corner Kicks In,Corner Kicks Out,Corner Kicks Str,Outcomes Cmp,Outcomes Off,Outcomes Blocks,Position_2,Position,League
Çağlar Söyüncü,TUR,Atlético Madrid,27,1996,1.3,81,79,2,2,0,0,0,0,0,0,0,0,71,0,0,,Defender,La Liga
Djed Spence,ENG,Genoa,22,2000,9.5,342,275,67,4,0,2,12,63,0,0,0,0,272,0,5,,Defender,Serie A
Stijn Spierings,NED,Toulouse,27,1996,16.8,1089,1037,48,38,3,15,11,7,2,1,1,0,944,4,17,,Midfielder,Ligue 1
Stijn Spierings,NED,Lens,27,1996,1.3,59,59,0,0,0,1,1,0,0,0,0,0,50,0,2,,Midfielder,Ligue 1
Leonardo Spinazzola,ITA,Roma,30,1993,14.6,849,731,112,8,3,7,84,104,0,0,0,0,663,6,17,,Defender,Serie A
Marco Sportiello,ITA,Milan,31,1992,7.0,247,220,27,10,0,0,0,0,0,0,0,0,213,0,0,,Goalkeeper,Serie A
Anton Stach,GER,Hoffenheim,24,1998,25.8,1309,1255,51,18,8,11,54,1,30,12,13,1,1031,3,21,,Midfielder,Bundesliga
Anton Stach,GER,Mainz 05,24,1998,1.9,68,65,3,2,0,0,2,0,1,0,1,0,43,0,1,,Midfielder,Bundesliga
Jens Stage,DEN,Werder Bremen,26,1996,25.9,1042,998,38,19,2,4,10,8,0,0,0,0,775,6,28,,Midfielder,Bundesliga
Benjamin Stambouli,FRA,Reims,32,1990,3.2,130,129,1,1,0,0,2,0,0,0,0,0,95,0,3,,Midfielder,Ligue 1
Player,,Squad,Ag,Born,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,,Po,Bundesliga
Josip Stanišić,CRO,Leverkusen,23,2000,14.0,1077,1018,54,17,1,6,16,37,0,0,0,0,961,5,12,,Defender,Bundesliga
Carl Starfelt,SWE,Celta Vigo,28,1995,24.6,1035,1013,20,19,0,3,1,1,0,0,0,0,907,2,3,,Defender,La Liga
Niklas Stark,GER,Werder Bremen,28,1995,12.1,595,566,28,26,0,4,0,2,0,0,0,0,475,1,3,,Defender,Bundesliga
Jason Steele,ENG,Brighton,32,1990,17.0,673,607,64,10,0,1,0,0,0,0,0,0,570,2,0,,Goalkeeper,Premier League
Pascal Stenzel,GER,Stuttgart,27,1996,11.8,824,694,128,23,2,17,26,103,2,0,2,0,715,2,13,,Defender,Bundesliga
Leonidas Stergiou,SUI,Stuttgart,21,2002,6.6,364,319,43,3,0,2,12,40,0,0,0,0,308,2,4,,Defender,Bundesliga
Raheem Sterling,ENG,Chelsea,28,1994,22.0,728,716,7,0,11,1,59,6,0,0,0,0,538,5,34,Midfielder,Forward,Premier League
Trivante Stewart,JAM,Salernitana,23,2000,1.1,27,21,6,0,0,0,2,0,0,0,0,0,18,0,0,Midfielder,Forward,Serie A
Angelo Stiller,GER,Hoffenheim,22,2001,0.9,43,37,5,3,0,1,3,0,2,0,0,0,36,1,2,,Midfielder,Bundesliga
Angelo Stiller,GER,Stuttgart,22,2001,29.9,2637,2448,188,91,12,9,81,8,66,32,15,0,2346,1,19,,Midfielder,Bundesliga
Kevin Stöger,AUT,Bochum,29,1993,29.6,2028,1650,362,156,16,12,258,40,110,42,60,1,1363,16,55,,Midfielder,Bundesliga
Filip Stojilković,SUI,Darmstadt 98,23,2000,1.7,21,20,1,0,0,0,3,0,0,0,0,0,10,0,0,Midfielder,Forward,Bundesliga
John Stones,ENG,Manchester City,29,1994,11.8,839,824,15,9,0,7,5,3,0,0,0,0,781,0,6,Midfielder,Defender,Premier League
Thomas Strakosha,ALB,Brentford,28,1995,1.5,71,45,26,11,0,0,0,0,0,0,0,0,52,0,0,,Goalkeeper,Premier League
Jørgen Strand Larsen,NOR,Celta Vigo,23,2000,31.8,618,587,28,0,3,2,18,2,0,0,0,0,423,3,22,,Forward,La Liga
Gabriel Strefezza,BRA,Lecce,26,1997,12.4,412,352,57,19,3,6,42,10,22,7,2,0,300,3,9,,Forward,Serie A
Kevin Strootman,NED,Genoa,33,1990,13.4,670,632,37,21,1,1,20,11,5,2,1,0,550,1,9,,Midfielder,Serie A
Cristhian Stuani,URU,Girona,36,1986,8.9,115,101,14,1,1,0,1,0,0,0,0,0,84,0,2,,Forward,La Liga
Álex Suárez,ESP,Las Palmas,30,1993,28.5,1613,1402,209,68,1,5,15,128,0,0,0,0,1396,2,11,,Defender,La Liga
Damián Suárez,URU,Getafe,35,1988,14.4,638,499,137,20,0,15,49,107,9,1,6,1,436,2,14,,Defender,La Liga
Denis Suárez,ESP,Villarreal,29,1994,1.5,94,82,12,9,0,1,4,1,2,2,0,0,79,0,1,Forward,Midfielder,La Liga
Gabriel Suazo,CHI,Toulouse,25,1997,26.2,1482,1220,258,48,8,8,101,189,21,8,11,0,1163,4,41,,Defender,Ligue 1
Isaac Success,NGA,Udinese,27,1996,9.8,204,201,2,0,3,3,2,0,0,0,0,0,130,1,9,Midfielder,Forward,Serie A
Niklas Süle,GER,Dortmund,27,1995,16.8,1505,1431,73,48,0,22,2,12,0,0,0,0,1401,1,6,,Defender,Bundesliga
Ibrahim Sulemana,GHA,Cagliari,20,2003,14.9,452,446,3,3,0,8,13,0,0,0,0,0,361,3,10,,Midfielder,Serie A
Player,,Squad,Ag,Born,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,,Po,Bundesliga
Tomáš Suslov,SVK,Hellas Verona,21,2002,23.2,573,473,97,27,3,15,72,9,29,8,19,0,416,3,23,Forward,Midfielder,Serie A
Suso,ESP,Sevilla,29,1993,16.9,907,797,105,37,2,21,132,14,50,27,17,0,702,5,29,Forward,Midfielder,La Liga
Mattias Svanberg,SWE,Wolfsburg,24,1999,19.1,807,752,52,26,2,7,55,0,23,19,4,0,574,3,19,,Midfielder,Bundesliga
Max Svensson,ESP,Osasuna,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Forward,La Liga
Mile Svilar,SRB,Roma,23,1999,15.0,605,492,113,24,0,0,0,0,0,0,0,0,526,0,0,,Goalkeeper,Serie A
Williot Swedberg,SWE,Celta Vigo,19,2004,4.9,108,102,5,1,0,0,5,0,0,0,0,0,80,1,3,Midfielder,Forward,La Liga
Karol Świderski,POL,Hellas Verona,26,1997,5.6,120,108,9,0,0,0,3,0,1,0,0,0,84,3,8,Midfielder,Forward,Serie A
Abakar Sylla,CIV,Strasbourg,20,2002,19.9,1266,1186,79,30,0,7,3,17,0,0,0,0,1111,1,5,,Defender,Ligue 1
Dembo Sylla,GUI,Lorient,20,2002,0.5,22,18,4,0,0,1,4,4,0,0,0,0,19,0,1,,Defender,Ligue 1
Issiaga Sylla,GUI,Montpellier,29,1994,16.2,719,564,150,10,0,2,43,140,0,0,0,0,528,5,24,Forward,Defender,Ligue 1
Mamadou Sylla,SEN,Alavés,29,1994,0.2,7,6,1,0,0,0,0,0,0,0,0,0,3,0,0,Midfielder,Forward,La Liga
Attila Szalai,HUN,Hoffenheim,25,1998,3.2,178,171,6,1,2,3,5,5,0,0,0,0,131,1,2,,Defender,Bundesliga
Attila Szalai,HUN,Freiburg,25,1998,1.1,72,68,3,0,1,0,0,0,0,0,0,0,58,1,0,,Defender,Bundesliga
Wojciech Szczęsny,POL,Juventus,33,1990,35.0,1006,771,231,57,0,5,0,0,0,0,0,0,780,4,0,,Goalkeeper,Serie A
Dominik Szoboszlai,HUN,Liverpool,22,2000,23.4,1550,1376,167,34,3,16,113,31,66,24,28,2,1280,7,24,,Midfielder,Premier League
Przemysław Szymiński,POL,Frosinone,29,1994,0.1,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,,Midfielder,Serie A
Alexander Sørloth,NOR,Villarreal,27,1995,27.7,476,448,22,0,2,0,7,1,0,0,0,0,357,6,15,,Forward,La Liga
Musa Al-Taamari,JOR,Montpellier,26,1997,21.4,553,515,35,7,4,3,22,19,3,1,0,0,402,3,34,,Forward,Ligue 1
Nicolás Tagliafico,ARG,Lyon,30,1992,23.6,1175,1017,153,15,3,0,40,137,1,0,0,0,999,5,21,,Defender,Ligue 1
Jonathan Tah,GER,Leverkusen,27,1996,29.2,2193,2156,33,26,1,7,3,1,0,0,0,0,2070,4,6,,Defender,Bundesliga
Montassar Talbi,TUN,Lorient,25,1998,24.5,1188,1147,35,22,0,5,3,5,0,0,0,0,1008,6,6,,Defender,Ligue 1
Yassin Tallal,ESP,Getafe,18,2005,0.0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,Forward,La Liga
Adrien Tameze,CMR,Torino,29,1994,23.8,1276,1218,56,39,1,5,15,16,0,0,0,0,1106,2,23,Midfielder,Defender,Serie A
Renato Tapia,PER,Celta Vigo,28,1995,14.9,715,667,44,38,2,10,9,5,0,0,0,0,541,4,15,Defender,Midfielder,La Liga
Edmond Tapsoba,BFA,Leverkusen,24,1999,23.2,1973,1896,72,40,5,11,5,10,0,0,0,0,1795,5,10,,Defender,Bundesliga
Player,,Squad,Ag,Born,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,,Po,Bundesliga
Matt Targett,ENG,Newcastle Utd,27,1995,0.9,41,38,3,0,0,0,0,3,0,0,0,0,36,0,1,,Defender,Premier League
Oussama Targhalline,MAR,Le Havre,21,2002,11.4,704,689,13,9,2,2,8,3,1,0,0,0,600,2,15,,Midfielder,Ligue 1
James Tarkowski,ENG,Everton,30,1992,38.0,1550,1485,52,45,1,22,6,6,0,0,0,0,1195,13,10,,Defender,Premier League
César Tárrega,ESP,Valencia,21,2002,0.1,5,5,0,0,0,0,0,0,0,0,0,0,5,0,0,,Defender,La Liga
Jimi Tauriainen,ENG,Chelsea,19,2004,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Forward,Premier League
Nuno Tavares,POR,Nott'ham Forest,23,2000,5.1,274,225,48,8,0,4,16,39,1,0,1,0,201,1,7,,Defender,Premier League
Marcus Tavernier,ENG,Bournemouth,24,1999,23.5,920,790,121,25,3,8,116,35,59,45,2,1,658,9,27,,Forward,Premier League
Elayis Tavsan,NED,Hellas Verona,22,2001,0.6,8,7,1,0,0,0,1,0,1,1,0,0,7,0,0,Forward,Midfielder,Serie A
Charlie Taylor,ENG,Burnley,29,1993,25.9,1312,1099,206,14,0,7,71,192,0,0,0,0,995,7,28,,Defender,Premier League
Marciano Tchami,GNB,Almería,19,2004,0.5,24,22,2,0,0,0,1,0,0,0,0,0,14,0,2,Midfielder,Forward,La Liga
Loum Tchaouna,FRA,Salernitana,19,2003,23.3,766,717,43,3,1,12,70,10,8,4,1,0,505,6,35,Midfielder,Forward,Serie A
Jackson Tchatchoua,CMR,Hellas Verona,21,2001,19.2,799,621,177,6,0,2,64,171,0,0,0,0,604,1,16,,Defender,Serie A
Enzo Tchato,CMR,Montpellier,20,2002,12.5,639,526,111,9,0,1,49,102,0,0,0,0,478,2,17,,Defender,Ligue 1
Aurélien Tchouaméni,FRA,Real Madrid,23,2000,22.1,1520,1461,53,49,1,4,22,2,0,0,0,0,1377,6,9,Defender,Midfielder,La Liga
Mathys Tel,FRA,Bayern Munich,18,2005,11.7,410,389,18,1,1,2,18,9,2,0,0,0,340,3,12,Midfielder,Forward,Bundesliga
Nathan Tella,NGA,Leverkusen,24,1999,9.1,351,323,28,0,1,4,27,27,1,0,0,0,279,0,14,Midfielder,Defender,Bundesliga
Nahuel Tenaglia,ARG,Alavés,27,1996,12.7,454,384,67,13,1,3,17,54,0,0,0,0,330,3,13,,Defender,La Liga
Arnau Tenas,ESP,Paris S-G,22,2001,5.9,211,169,42,5,1,0,0,0,0,0,0,0,173,0,0,,Goalkeeper,Ligue 1
Marc-André ter Stegen,GER,Barcelona,31,1992,28.0,1036,818,216,53,0,1,0,0,0,0,0,0,927,2,2,,Goalkeeper,La Liga
Filippo Terracciano,ITA,Hellas Verona,20,2003,14.4,713,559,153,19,1,10,59,121,13,2,10,0,507,1,15,,Defender,Serie A
Filippo Terracciano,ITA,Milan,20,2003,0.8,40,39,1,0,0,0,0,1,0,0,0,0,38,0,0,Forward,Defender,Serie A
Pietro Terracciano,ITA,Fiorentina,33,1990,33.0,1231,970,257,81,0,1,0,0,0,0,0,0,979,4,0,,Goalkeeper,Serie A
Ramón Terrats,ESP,Villarreal,22,2000,8.7,462,428,31,6,1,1,28,20,5,1,1,0,375,3,19,Defender,Midfielder,La Liga
Martin Terrier,FRA,Rennes,26,1997,17.0,497,480,16,2,2,0,5,0,0,0,0,0,395,1,7,Midfielder,Forward,Ligue 1
Kenny Tete,NED,Fulham,27,1995,9.6,523,438,84,7,1,0,23,77,0,0,0,0,418,1,13,,Defender,Premier League
Player,,Squad,Ag,Born,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,,Po,Bundesliga
Benjamin Tetteh,GHA,Metz,26,1997,3.1,77,71,6,0,0,0,1,0,0,0,0,0,49,0,4,Midfielder,Forward,Ligue 1
Teddy Teuma,MLT,Reims,29,1993,23.5,1512,1307,197,85,6,17,139,16,77,35,36,0,1181,8,36,,Midfielder,Ligue 1
Florian Thauvin,FRA,Udinese,30,1993,19.0,548,468,75,9,2,5,79,10,19,0,11,1,385,5,16,,Forward,Serie A
Arthur Theate,BEL,Rennes,23,2000,25.5,1640,1565,72,47,0,14,11,22,0,0,0,0,1444,3,7,,Defender,Ligue 1
Norman Theuerkauf,GER,Heidenheim,36,1987,14.0,590,528,59,7,0,10,22,46,6,3,2,0,462,3,12,Defender,Midfielder,Bundesliga
Malick Thiaw,GER,Milan,21,2001,18.0,1184,1153,30,15,0,2,0,4,0,0,0,0,1084,1,7,,Defender,Serie A
Jan Thielmann,GER,Köln,21,2002,17.5,551,465,83,8,2,4,42,65,0,0,0,0,364,3,34,Defender,Forward,Bundesliga
Denis Thomalla,GER,Heidenheim,30,1992,5.0,191,186,3,2,0,1,2,0,0,0,0,0,143,2,5,Forward,Midfielder,Bundesliga
Luke Thomas,ENG,Sheffield Utd,22,2001,10.2,319,287,32,1,0,0,13,31,0,0,0,0,234,0,14,,Defender,Premier League
Adrien Thomasson,FRA,Lens,29,1993,13.3,679,638,38,18,1,1,47,2,18,2,11,0,506,3,31,,Midfielder,Ligue 1
Morten Thorsby,NOR,Genoa,27,1996,12.9,332,329,3,1,0,0,9,2,0,0,0,0,206,0,10,,Midfielder,Serie A
Kristian Thorstvedt,NOR,Sassuolo,24,1999,26.6,978,957,20,13,0,8,26,2,5,2,2,0,710,1,28,,Midfielder,Serie A
Khéphren Thuram,FRA,Nice,22,2001,23.4,1134,1113,17,15,8,0,20,2,0,0,0,0,978,4,14,,Midfielder,Ligue 1
Marcus Thuram,FRA,Inter,25,1997,29.9,656,641,14,0,4,4,21,1,0,0,0,0,476,1,21,,Forward,Serie A
Cheikh Tidiane Sabaly,SEN,Metz,24,1999,15.3,370,367,3,0,1,2,12,3,0,0,0,0,290,0,13,Midfielder,Forward,Ligue 1
Youri Tielemans,BEL,Aston Villa,26,1997,18.0,949,891,54,14,17,3,31,7,18,12,3,0,789,4,21,Forward,Midfielder,Premier League
Kieran Tierney,SCO,Real Sociedad,26,1997,13.8,904,736,167,18,1,7,26,149,0,0,0,0,690,1,23,,Defender,La Liga
Phillip Tietz,GER,Augsburg,26,1997,26.5,534,520,8,1,4,3,6,0,0,0,0,0,332,6,15,,Forward,Bundesliga
Steffen Tigges,GER,Köln,25,1998,8.1,203,196,6,0,0,0,7,1,0,0,0,0,118,1,12,,Forward,Bundesliga
Antonio Tikvić,CRO,Udinese,19,2004,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Defender,Serie A
Jurriën Timber,NED,Arsenal,22,2001,0.8,74,67,7,1,0,1,1,6,0,0,0,0,66,0,2,,Defender,Premier League
Jean-Clair Todibo,FRA,Nice,23,1999,29.5,2487,2417,69,52,3,7,12,12,0,0,0,0,2228,1,14,,Defender,Ligue 1
Harry Toffolo,ENG,Nott'ham Forest,27,1995,16.2,590,465,125,15,0,0,47,97,13,11,1,0,424,0,15,,Defender,Premier League
Umut Tohumcu,GER,Hoffenheim,18,2004,11.2,419,409,6,5,2,2,6,0,0,0,0,0,366,4,6,,Midfielder,Bundesliga
Corentin Tolisso,FRA,Lyon,28,1994,19.3,1257,1201,51,32,7,9,36,17,0,0,0,0,1059,5,21,,Midfielder,Ligue 1
Player,,Squad,Ag,Born,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,,Po,Bundesliga
Jeremy Toljan,GER,Sassuolo,28,1994,23.1,1007,797,207,24,0,3,50,182,1,0,0,0,775,3,26,,Defender,Serie A
Rafael Tolói,ITA,Atalanta,32,1990,10.7,537,505,31,14,0,0,8,17,0,0,0,0,442,1,8,,Defender,Serie A
Raúl de Tomás,ESP,Rayo Vallecano,28,1994,14.1,272,250,19,1,0,6,9,0,0,0,0,0,207,3,8,,Forward,La Liga
Tiago Tomás,POR,Wolfsburg,21,2002,11.5,278,264,13,6,0,0,28,1,2,1,1,0,181,1,15,Midfielder,Forward,Bundesliga
Takehiro Tomiyasu,JPN,Arsenal,24,1998,12.8,697,615,80,7,2,2,14,73,0,0,0,0,574,2,11,,Defender,Premier League
James Tomkins,ENG,Crystal Palace,34,1989,0.1,21,21,0,0,0,0,0,0,0,0,0,0,18,0,0,,Defender,Premier League
Fikayo Tomori,ENG,Milan,25,1997,23.6,1691,1584,105,34,0,3,3,11,0,0,0,0,1541,2,9,,Defender,Serie A
Sandro Tonali,ITA,Newcastle Utd,23,2000,4.9,280,276,4,0,0,5,11,2,2,0,2,0,241,0,3,,Midfielder,Premier League
Ivan Toney,ENG,Brentford,27,1996,16.1,426,395,23,8,5,0,22,8,2,0,0,0,228,8,22,,Forward,Premier League
Pablo Torre,ESP,Girona,20,2003,7.8,429,416,11,5,8,3,7,0,1,0,1,0,356,2,8,Forward,Midfielder,La Liga
Raúl Torrente,ESP,Granada,21,2001,13.9,764,738,25,19,0,3,2,2,0,0,0,0,605,1,2,,Defender,La Liga
Ferrán Torres,ESP,Barcelona,23,2000,13.5,450,422,22,1,3,3,21,4,10,1,5,0,351,6,18,,Forward,La Liga
Óliver Torres,ESP,Sevilla,28,1994,18.0,883,838,40,13,2,5,44,9,12,6,3,0,714,5,19,,Midfielder,La Liga
Pau Torres,ESP,Aston Villa,26,1997,27.4,1788,1663,120,79,1,26,8,5,0,0,0,0,1562,5,9,,Defender,Premier League
Lucas Torró,ESP,Osasuna,29,1994,19.9,798,785,12,12,0,6,3,0,0,0,0,0,604,1,8,,Midfielder,La Liga
Fabio Torsiello,ITA,Darmstadt 98,18,2005,1.7,27,23,4,1,0,0,2,2,0,0,0,0,21,0,0,Defender,Forward,Bundesliga
Ahmed Touba,ALG,Lecce,25,1998,3.1,137,125,12,3,0,0,0,0,0,0,0,0,115,0,1,,Defender,Serie A
Abdoulaye Touré,GUI,Le Havre,29,1994,25.4,1238,1219,14,9,1,6,4,3,0,0,0,0,1031,5,19,,Midfielder,Ligue 1
Souleymane Touré,FRA,Lorient,20,2003,22.8,1280,1215,61,28,1,3,5,2,0,0,0,0,1144,4,8,,Defender,Ligue 1
Lucas Tousart,FRA,Union Berlin,26,1997,17.5,523,514,6,3,3,2,9,0,0,0,0,0,389,3,17,,Midfielder,Bundesliga
Andros Townsend,ENG,Luton Town,32,1991,13.4,432,402,28,4,1,10,74,7,8,7,0,0,304,2,22,Forward,Midfielder,Premier League
James Trafford,ENG,Burnley,20,2002,28.0,1541,1203,327,129,1,5,0,0,0,0,0,0,1009,11,5,,Goalkeeper,Premier League
Adama Traoré,ESP,Fulham,27,1996,4.2,139,137,2,0,0,1,26,2,0,0,0,0,97,0,7,Midfielder,Forward,Premier League
Bertrand Traoré,BFA,Aston Villa,27,1995,0.1,3,3,0,0,0,0,0,0,0,0,0,0,2,0,0,Forward,Defender,Premier League
Bertrand Traoré,BFA,Villarreal,27,1995,6.3,213,204,8,1,2,2,9,2,5,1,0,0,167,1,3,,Midfielder,La Liga
Player,,Squad,Ag,Born,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,,Po,Bundesliga
Boubacar Traoré,MLI,Wolves,21,2001,9.1,455,444,10,4,0,2,6,5,0,0,0,0,383,1,7,,Midfielder,Premier League
Chaka Traorè,CIV,Milan,18,2004,0.2,11,11,0,0,0,0,0,0,0,0,0,0,9,0,0,,Forward,Serie A
Daouda Traoré,FRA,Nice,17,2006,0.2,9,8,1,0,0,0,0,1,0,0,0,0,9,0,0,,Midfielder,Ligue 1
Hamari Traoré,MLI,Real Sociedad,31,1992,25.5,1509,1247,255,20,5,14,47,235,0,0,0,0,1204,7,19,,Defender,La Liga
Ismaël Traoré,CIV,Metz,36,1986,24.7,777,753,23,23,0,3,0,0,0,0,0,0,674,1,5,,Defender,Ligue 1
Omar Traoré,GER,Heidenheim,25,1998,27.5,1240,935,302,10,1,2,73,292,0,0,0,0,881,3,54,,Defender,Bundesliga
Kevin Trapp,GER,Eint Frankfurt,33,1990,32.0,1166,890,271,59,0,2,0,0,0,0,0,0,867,5,1,,Goalkeeper,Bundesliga
Mark Travers,IRL,Bournemouth,24,1999,4.0,118,76,42,16,0,0,0,0,0,0,0,0,67,0,0,,Goalkeeper,Premier League
Óscar Trejo,ARG,Rayo Vallecano,35,1988,15.3,782,738,39,9,3,0,23,7,11,2,5,0,646,5,16,Midfielder,Forward,La Liga
Mike Trésor,BEL,Burnley,24,1999,4.7,180,156,24,3,0,0,32,2,19,5,11,0,120,0,9,Midfielder,Forward,Premier League
Manu Trigueros,ESP,Villarreal,31,1991,3.4,168,156,10,3,1,0,5,1,5,0,2,0,141,2,3,,Midfielder,La Liga
Christopher Trimmel,AUT,Union Berlin,36,1987,18.3,951,673,274,46,1,4,165,167,61,26,29,1,631,4,30,,Defender,Bundesliga
Kieran Trippier,ENG,Newcastle Utd,32,1990,24.8,2130,1705,418,109,1,12,212,197,112,42,38,8,1624,7,42,,Defender,Premier League
Leandro Trossard,BEL,Arsenal,28,1994,18.3,673,625,46,6,8,2,57,8,24,22,0,0,494,2,30,Midfielder,Forward,Premier League
Adrien Truffert,FRA,Rennes,21,2001,23.8,1333,1081,247,21,0,1,72,225,1,1,0,0,1047,5,29,,Defender,Ligue 1
Auston Trusty,USA,Sheffield Utd,24,1998,28.6,920,842,76,7,0,0,5,68,0,0,0,0,701,2,11,,Defender,Premier League
Kostas Tsimikas,GRE,Liverpool,27,1996,7.5,500,389,110,14,0,1,72,67,29,7,22,0,383,1,10,,Defender,Premier League
Viktor Tsyhankov,UKR,Girona,25,1997,22.8,920,861,50,15,5,3,62,8,27,8,11,0,726,9,25,Forward,Midfielder,La Liga
Stefano Turati,ITA,Frosinone,21,2001,30.5,1065,858,205,61,0,1,0,0,0,0,0,0,775,2,0,,Goalkeeper,Serie A
Matt Turner,USA,Nott'ham Forest,29,1994,17.0,578,373,199,63,0,0,0,0,0,0,0,0,398,6,2,,Goalkeeper,Premier League
Beñat Turrientes,ESP,Real Sociedad,21,2002,18.7,707,669,35,18,1,5,19,0,16,11,2,0,598,3,14,,Midfielder,La Liga
Tuta,BRA,Eint Frankfurt,24,1999,28.9,1906,1795,109,51,2,6,11,58,0,0,0,0,1614,2,32,,Defender,Bundesliga
Destiny Udogie,ITA,Tottenham,20,2002,26.6,1440,1212,225,24,0,0,22,201,0,0,0,0,1235,3,42,,Defender,Premier League
Matthieu Udol,FRA,Metz,27,1996,30.0,1300,1028,266,30,2,3,73,235,1,0,1,0,969,6,34,,Defender,Ligue 1
Manuel Ugarte Ribeiro,URU,Paris S-G,22,2001,21.5,1331,1314,17,15,3,5,4,2,0,0,0,0,1214,0,13,,Midfielder,Ligue 1
Player,,Squad,Ag,Born,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,,Po,Bundesliga
Lesley Ugochukwu,FRA,Chelsea,19,2004,3.3,183,183,0,0,0,1,0,0,0,0,0,0,155,0,2,,Midfielder,Premier League
Lukas Ullrich,GER,Gladbach,19,2004,0.5,23,22,1,0,0,0,5,1,0,0,0,0,10,0,2,Forward,Defender,Bundesliga
Sven Ulreich,GER,Bayern Munich,34,1988,11.0,395,335,60,13,0,0,0,0,0,0,0,0,333,0,0,,Goalkeeper,Bundesliga
Samuel Umtiti,FRA,Lille,29,1993,2.1,165,157,8,6,0,1,0,1,0,0,0,0,156,0,1,,Defender,Ligue 1
Enes Ünal,TUR,Bournemouth,26,1997,3.6,75,68,7,1,0,0,3,0,0,0,0,0,55,0,5,Midfielder,Forward,Premier League
Enes Ünal,TUR,Getafe,26,1997,1.6,35,34,1,1,0,0,1,0,0,0,0,0,24,0,0,Midfielder,Forward,La Liga
Deniz Undav,GER,Stuttgart,27,1996,23.2,799,758,32,2,18,3,7,12,0,0,0,0,595,9,43,Midfielder,Forward,Bundesliga
Dayot Upamecano,FRA,Bayern Munich,24,1998,19.6,1813,1778,33,20,1,12,3,12,0,0,0,0,1678,2,16,,Defender,Bundesliga
Kacper Urbanski,POL,Bologna,18,2004,10.3,387,364,21,2,1,5,22,4,15,5,8,1,313,2,11,Forward,Midfielder,Serie A
Mark Uth,GER,Köln,31,1991,4.1,168,130,38,13,1,1,31,2,18,8,8,0,111,0,10,Forward,Midfielder,Bundesliga
Myrto Uzuni,ALB,Granada,28,1995,27.2,301,259,42,2,3,1,11,5,0,0,0,0,234,0,12,,Forward,La Liga
Josha Vagnoman,GER,Stuttgart,22,2000,13.1,615,526,87,5,0,3,22,82,0,0,0,0,516,2,13,,Defender,Bundesliga
Óscar Valentín,ESP,Rayo Vallecano,28,1994,29.9,1237,1203,30,29,5,9,5,1,0,0,0,0,1005,4,19,,Midfielder,La Liga
Emanuele Valeri,ITA,Frosinone,24,1998,13.1,560,398,160,16,1,2,73,125,18,3,14,0,341,2,17,,Defender,Serie A
Martin Valjent,SVK,Mallorca,27,1995,26.1,1067,969,92,30,5,12,18,60,0,0,0,0,847,6,13,,Defender,La Liga
Jesús Vallejo,ESP,Granada,26,1997,1.2,85,80,5,1,0,0,0,4,0,0,0,0,78,0,0,,Defender,La Liga
Álvaro Vallés,ESP,Las Palmas,26,1997,36.3,1926,1627,286,134,3,6,1,1,0,0,0,0,1546,13,1,,Goalkeeper,La Liga
Federico Valverde,URU,Real Madrid,25,1998,32.3,2117,2077,31,23,14,33,30,5,0,0,0,0,1901,9,18,,Midfielder,La Liga
Kévin Van Den Kerkhof,ALG,Metz,27,1996,21.3,551,483,68,9,1,3,128,34,25,12,12,0,315,0,46,Midfielder,Forward,Ligue 1
Siebe Van Der Heyden,BEL,Mallorca,25,1998,3.2,101,85,16,7,0,1,0,9,0,0,0,0,70,0,2,,Defender,La Liga
Virgil van Dijk,NED,Liverpool,32,1991,35.3,2887,2712,173,80,0,21,0,13,0,0,0,0,2640,2,6,,Defender,Premier League
Vanderson,BRA,Monaco,22,2001,18.2,992,841,149,15,2,7,48,132,2,0,1,0,734,2,25,,Defender,Ligue 1
Raphaël Varane,FRA,Manchester Utd,30,1993,15.3,781,708,69,24,1,0,0,3,0,0,0,0,694,4,4,,Defender,Premier League
Ruben Vargas,SUI,Augsburg,24,1998,21.8,684,614,68,8,5,2,63,37,11,5,4,0,474,2,32,Forward,Midfielder,Bundesliga
Johan Vásquez,MEX,Genoa,24,1998,31.7,1394,1196,194,34,0,5,30,129,0,0,0,0,1069,4,27,,Defender,Serie A
