Player,Nation,Squad,Age,Born,90s,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Tkl%,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,Position_2,Position,League
Ferrán Torres,ESP,Barcelona,23,2000,13.5,9,6,1,6,2,5,16,31.3,11,7,1,6,5,14,6,0,,Forward,La Liga
Óliver Torres,ESP,Sevilla,28,1994,18.0,37,22,17,15,5,22,57,38.6,35,40,4,36,6,43,6,0,,Midfielder,La Liga
Pau Torres,ESP,Aston Villa,26,1997,27.4,29,18,17,11,1,14,30,46.7,16,28,12,16,14,43,75,0,,Defender,Premier League
Lucas Torró,ESP,Osasuna,29,1994,19.9,25,15,11,8,6,11,28,39.3,17,10,2,8,33,58,37,0,,Midfielder,La Liga
Fabio Torsiello,ITA,Darmstadt 98,18,2005,1.7,1,0,1,0,0,1,8,12.5,7,1,0,1,1,2,1,0,Defender,Forward,Bundesliga
Ahmed Touba,ALG,Lecce,25,1998,3.1,6,4,3,3,0,3,4,75.0,1,4,3,1,7,13,20,0,,Defender,Serie A
Abdoulaye Touré,GUI,Le Havre,29,1994,25.4,47,28,22,22,3,30,60,50.0,30,30,8,22,25,72,33,0,,Midfielder,Ligue 1
Souleymane Touré,FRA,Lorient,20,2003,22.8,25,12,16,9,0,8,14,57.1,6,38,20,18,36,61,101,2,,Defender,Ligue 1
Lucas Tousart,FRA,Union Berlin,26,1997,17.5,35,20,14,17,4,17,37,45.9,20,32,9,23,25,60,41,0,,Midfielder,Bundesliga
Andros Townsend,ENG,Luton Town,32,1991,13.4,21,13,11,2,8,13,27,48.1,14,12,0,12,5,26,10,0,Forward,Midfielder,Premier League
James Trafford,ENG,Burnley,20,2002,28.0,2,1,2,0,0,2,2,100.0,0,0,0,0,1,3,18,1,,Goalkeeper,Premier League
Adama Traoré,ESP,Fulham,27,1996,4.2,4,3,1,2,1,3,6,50.0,3,2,0,2,1,5,2,0,Midfielder,Forward,Premier League
Bertrand Traoré,BFA,Aston Villa,27,1995,0.1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,Forward,Defender,Premier League
Bertrand Traoré,BFA,Villarreal,27,1995,6.3,5,4,2,1,2,1,4,25.0,3,6,0,6,1,6,2,0,,Midfielder,La Liga
Player,,Squad,Ag,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,,Po,Bundesliga
Boubacar Traoré,MLI,Wolves,21,2001,9.1,35,23,16,17,2,9,21,42.9,12,12,2,10,5,40,7,0,,Midfielder,Premier League
Chaka Traorè,CIV,Milan,18,2004,0.2,2,1,2,0,0,1,2,50.0,1,1,1,0,0,2,0,0,,Forward,Serie A
Daouda Traoré,FRA,Nice,17,2006,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Midfielder,Ligue 1
Hamari Traoré,MLI,Real Sociedad,31,1992,25.5,44,19,24,17,3,25,43,58.1,18,27,8,19,24,68,59,2,,Defender,La Liga
Ismaël Traoré,CIV,Metz,36,1986,24.7,19,12,13,6,0,8,21,38.1,13,33,20,13,30,49,86,0,,Defender,Ligue 1
Omar Traoré,GER,Heidenheim,25,1998,27.5,60,33,33,21,6,32,56,57.1,24,32,7,25,40,100,54,1,,Defender,Bundesliga
Kevin Trapp,GER,Eint Frankfurt,33,1990,32.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9,1,,Goalkeeper,Bundesliga
Mark Travers,IRL,Bournemouth,24,1999,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,Goalkeeper,Premier League
Óscar Trejo,ARG,Rayo Vallecano,35,1988,15.3,27,15,11,9,7,13,21,61.9,8,21,1,20,5,32,9,0,Midfielder,Forward,La Liga
Mike Trésor,BEL,Burnley,24,1999,4.7,10,6,9,1,0,8,18,44.4,10,5,0,5,1,11,1,0,Midfielder,Forward,Premier League
Manu Trigueros,ESP,Villarreal,31,1991,3.4,7,5,6,1,0,4,10,40.0,6,1,1,0,3,10,9,0,,Midfielder,La Liga
Christopher Trimmel,AUT,Union Berlin,36,1987,18.3,23,15,12,10,1,13,33,39.4,20,16,3,13,13,36,57,0,,Defender,Bundesliga
Kieran Trippier,ENG,Newcastle Utd,32,1990,24.8,57,27,30,16,11,37,77,48.1,40,41,8,33,24,81,57,3,,Defender,Premier League
Leandro Trossard,BEL,Arsenal,28,1994,18.3,27,16,8,9,10,9,25,36.0,16,27,1,26,8,35,6,0,Midfielder,Forward,Premier League
Adrien Truffert,FRA,Rennes,21,2001,23.8,39,21,23,10,6,25,40,62.5,15,31,5,26,19,58,49,0,,Defender,Ligue 1
Auston Trusty,USA,Sheffield Utd,24,1998,28.6,47,30,31,13,3,21,43,48.8,22,41,22,19,35,82,153,3,,Defender,Premier League
Kostas Tsimikas,GRE,Liverpool,27,1996,7.5,19,13,9,6,4,9,15,60.0,6,9,1,8,6,25,10,0,,Defender,Premier League
Viktor Tsyhankov,UKR,Girona,25,1997,22.8,29,20,11,13,5,14,26,53.8,12,18,1,17,12,41,24,0,Forward,Midfielder,La Liga
Stefano Turati,ITA,Frosinone,21,2001,30.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,,Goalkeeper,Serie A
Matt Turner,USA,Nott'ham Forest,29,1994,17.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,,Goalkeeper,Premier League
Beñat Turrientes,ESP,Real Sociedad,21,2002,18.7,31,17,6,20,5,13,30,43.3,17,19,8,11,6,37,17,0,,Midfielder,La Liga
Tuta,BRA,Eint Frankfurt,24,1999,28.9,63,33,38,19,6,39,59,66.1,20,29,12,17,36,99,99,0,,Defender,Bundesliga
Destiny Udogie,ITA,Tottenham,20,2002,26.6,68,33,41,16,11,27,49,55.1,22,27,8,19,37,105,80,5,,Defender,Premier League
Matthieu Udol,FRA,Metz,27,1996,30.0,55,37,38,12,5,38,56,67.9,18,62,16,46,50,105,108,0,,Defender,Ligue 1
Manuel Ugarte Ribeiro,URU,Paris S-G,22,2001,21.5,98,57,39,43,16,43,89,48.3,46,27,6,21,40,138,25,2,,Midfielder,Ligue 1
Player,,Squad,Ag,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,,Po,Bundesliga
Lesley Ugochukwu,FRA,Chelsea,19,2004,3.3,14,10,4,8,2,4,10,40.0,6,6,2,4,1,15,5,0,,Midfielder,Premier League
Lukas Ullrich,GER,Gladbach,19,2004,0.5,1,0,1,0,0,1,4,25.0,3,0,0,0,0,1,1,0,Forward,Defender,Bundesliga
Sven Ulreich,GER,Bayern Munich,34,1988,11.0,1,0,1,0,0,1,1,100.0,0,0,0,0,0,1,3,2,,Goalkeeper,Bundesliga
Samuel Umtiti,FRA,Lille,29,1993,2.1,1,1,0,1,0,1,4,25.0,3,0,0,0,2,3,4,0,,Defender,Ligue 1
Enes Ünal,TUR,Bournemouth,26,1997,3.6,6,4,2,3,1,2,5,40.0,3,4,2,2,1,7,6,0,Midfielder,Forward,Premier League
Enes Ünal,TUR,Getafe,26,1997,1.6,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,Midfielder,Forward,La Liga
Deniz Undav,GER,Stuttgart,27,1996,23.2,28,13,6,8,14,4,15,26.7,11,17,0,17,6,34,5,0,Midfielder,Forward,Bundesliga
Dayot Upamecano,FRA,Bayern Munich,24,1998,19.6,34,21,21,11,2,15,29,51.7,14,19,7,12,19,53,56,3,,Defender,Bundesliga
Kacper Urbanski,POL,Bologna,18,2004,10.3,16,10,5,10,1,6,13,46.2,7,15,1,14,4,20,14,0,Forward,Midfielder,Serie A
Mark Uth,GER,Köln,31,1991,4.1,8,4,2,3,3,4,12,33.3,8,6,0,6,1,9,2,0,Forward,Midfielder,Bundesliga
Myrto Uzuni,ALB,Granada,28,1995,27.2,18,14,8,7,3,6,27,22.2,21,19,3,16,4,22,7,0,,Forward,La Liga
Josha Vagnoman,GER,Stuttgart,22,2000,13.1,28,18,15,11,2,15,30,50.0,15,11,5,6,2,30,16,1,,Defender,Bundesliga
Óscar Valentín,ESP,Rayo Vallecano,28,1994,29.9,107,66,39,62,6,46,101,45.5,55,62,10,52,35,142,52,1,,Midfielder,La Liga
Emanuele Valeri,ITA,Frosinone,24,1998,13.1,19,16,10,5,4,10,21,47.6,11,14,3,11,9,28,22,0,,Defender,Serie A
Martin Valjent,SVK,Mallorca,27,1995,26.1,34,18,19,13,2,18,30,60.0,12,26,11,15,29,63,112,1,,Defender,La Liga
Jesús Vallejo,ESP,Granada,26,1997,1.2,3,1,1,2,0,2,2,100.0,0,3,2,1,0,3,1,1,,Defender,La Liga
Álvaro Vallés,ESP,Las Palmas,26,1997,36.3,3,2,3,0,0,3,8,37.5,5,0,0,0,0,3,40,1,,Goalkeeper,La Liga
Federico Valverde,URU,Real Madrid,25,1998,32.3,47,34,22,13,12,24,42,57.1,18,39,2,37,43,90,40,0,,Midfielder,La Liga
Kévin Van Den Kerkhof,ALG,Metz,27,1996,21.3,31,24,11,13,7,13,32,40.6,19,15,2,13,11,42,32,1,Midfielder,Forward,Ligue 1
Siebe Van Der Heyden,BEL,Mallorca,25,1998,3.2,9,2,7,2,0,4,6,66.7,2,1,1,0,7,16,12,0,,Defender,La Liga
Virgil van Dijk,NED,Liverpool,32,1991,35.3,40,23,24,13,3,12,14,85.7,2,47,34,13,39,79,144,0,,Defender,Premier League
Vanderson,BRA,Monaco,22,2001,18.2,60,41,20,30,10,32,70,45.7,38,29,2,27,35,95,37,1,,Defender,Ligue 1
Raphaël Varane,FRA,Manchester Utd,30,1993,15.3,18,11,10,7,1,10,14,71.4,4,23,18,5,15,33,88,0,,Defender,Premier League
Ruben Vargas,SUI,Augsburg,24,1998,21.8,23,10,6,10,7,10,25,40.0,15,19,4,15,7,30,17,0,Forward,Midfielder,Bundesliga
Johan Vásquez,MEX,Genoa,24,1998,31.7,51,33,38,11,2,32,50,64.0,18,50,26,24,45,96,113,0,,Defender,Serie A
Player,,Squad,Ag,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,,Po,Bundesliga
José Luis García Vayá,ESP,Valencia,24,1998,36.7,78,53,36,36,6,37,71,52.1,34,41,10,31,49,127,71,0,,Midfielder,La Liga
Borja Vázquez,ESP,Cádiz,18,2005,0.0,1,0,1,0,0,1,1,100.0,0,0,0,0,0,1,1,0,,Forward,La Liga
Jesus Vazquez,ESP,Valencia,20,2003,8.0,24,12,13,8,3,10,16,62.5,6,17,4,13,3,27,24,0,Midfielder,Defender,La Liga
Kevin Vázquez,ESP,Celta Vigo,30,1993,7.8,15,13,7,7,1,12,21,57.1,9,11,3,8,5,20,25,0,,Defender,La Liga
Lucas Vázquez,ESP,Real Madrid,32,1991,15.8,37,25,22,14,1,18,25,72.0,7,27,5,22,12,49,36,0,,Defender,La Liga
Matías Vecino,URU,Lazio,31,1991,12.8,32,17,12,20,0,20,31,64.5,11,17,5,12,12,44,21,0,,Midfielder,Serie A
Gabriel Veiga,ESP,Celta Vigo,21,2002,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Forward,La Liga
Alejo Véliz,ARG,Tottenham,19,2003,0.6,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,,Forward,Premier League
Alejo Véliz,ARG,Sevilla,19,2003,0.4,1,0,0,1,0,1,2,50.0,1,0,0,0,0,1,1,0,,Forward,La Liga
Miloš Veljković,SRB,Werder Bremen,27,1995,21.3,31,15,17,13,1,16,31,51.6,15,31,20,11,17,48,57,0,,Defender,Bundesliga
Joël Veltman,NED,Brighton,31,1992,17.6,54,41,32,17,5,39,58,67.2,19,17,7,10,18,72,57,1,,Defender,Premier League
Micky van de Ven,NED,Tottenham,22,2001,26.0,49,35,34,12,3,24,33,72.7,9,25,15,10,18,67,78,1,,Defender,Premier League
Lorenzo Venuti,ITA,Lecce,28,1995,4.0,6,4,5,1,0,6,10,60.0,4,4,3,1,5,11,14,0,,Defender,Serie A
Bart Verbruggen,NED,Brighton,20,2002,21.0,1,1,1,0,0,1,2,50.0,1,0,0,0,0,1,11,3,,Goalkeeper,Premier League
Simone Verdi,ITA,Torino,31,1992,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Forward,Serie A
Jordan Veretout,FRA,Marseille,30,1993,24.3,38,22,19,13,6,18,39,46.2,21,20,4,16,13,51,25,0,,Midfielder,Ligue 1
Arthur Vermeeren,BEL,Atlético Madrid,18,2005,1.8,1,0,0,1,0,0,1,0.0,1,5,0,5,6,7,2,0,,Midfielder,La Liga
Yorbe Vertessen,BEL,Union Berlin,22,2001,6.6,3,2,0,3,0,1,4,25.0,3,8,0,8,1,4,3,0,Midfielder,Forward,Bundesliga
Mikel Vesga,ESP,Athletic Club,30,1993,17.0,40,20,11,23,6,19,49,38.8,30,19,7,12,32,72,35,1,,Midfielder,La Liga
Guglielmo Vicario,ITA,Tottenham,26,1996,38.0,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,31,2,,Goalkeeper,Premier League
Carlos Vicente,ESP,Alavés,24,1999,12.4,16,6,7,7,2,10,25,40.0,15,4,0,4,4,20,9,0,,Forward,La Liga
Nacho Vidal,ESP,Osasuna,28,1995,1.1,5,4,2,2,1,2,5,40.0,3,2,0,2,0,5,6,0,Forward,Defender,La Liga
Nacho Vidal,ESP,Mallorca,28,1995,4.6,12,5,4,5,3,6,13,46.2,7,5,2,3,3,15,9,0,,Defender,La Liga
Fabio Vieira,POR,Arsenal,23,2000,3.3,3,2,2,0,1,3,3,100.0,0,0,0,0,2,5,2,0,Forward,Midfielder,Premier League
Fran Vieites,ESP,Betis,24,1999,3.5,1,0,1,0,0,1,1,100.0,0,0,0,0,0,1,2,1,,Goalkeeper,La Liga
Player,,Squad,Ag,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,,Po,Bundesliga
Jonathan Viera,ESP,Las Palmas,33,1989,6.9,6,3,1,2,3,1,9,11.1,8,0,0,0,0,6,1,0,Forward,Midfielder,La Liga
Jonathan Viera,ESP,Almería,33,1989,10.1,19,9,6,9,4,10,19,52.6,9,4,0,4,4,23,1,0,,Midfielder,La Liga
Emanuel Vignato,ITA,Salernitana,22,2000,3.5,10,7,4,5,1,5,6,83.3,1,1,0,1,1,11,7,0,Forward,Midfielder,Serie A
Samuele Vignato,ITA,Monza,19,2004,3.8,6,4,2,3,1,2,3,66.7,1,2,0,2,1,7,1,0,Forward,Midfielder,Serie A
Oscar Vilhelmsson,SWE,Darmstadt 98,19,2003,15.3,13,6,3,7,3,7,10,70.0,3,15,5,10,3,16,19,0,Midfielder,Forward,Bundesliga
Toni Villa,ESP,Girona,28,1995,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Forward,La Liga
Asier Villalibre,ESP,Athletic Club,25,1997,5.7,2,1,0,0,2,2,2,100.0,0,2,1,1,0,2,6,0,,Forward,La Liga
Gonzalo Villar,ESP,Granada,25,1998,20.0,51,33,26,20,5,26,41,63.4,15,32,10,22,6,57,26,1,,Midfielder,La Liga
Iván Villar,ESP,Celta Vigo,26,1997,11.3,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,6,0,,Goalkeeper,La Liga
Matías Viña,URU,Sassuolo,25,1997,11.3,34,21,22,7,5,20,36,55.6,16,12,2,10,9,43,34,0,,Defender,Serie A
Rúben Vinagre,POR,Hellas Verona,24,1999,3.1,4,2,1,1,2,3,4,75.0,1,6,3,3,1,5,4,0,Forward,Defender,Serie A
Carlos Vinícius,BRA,Fulham,28,1995,3.5,3,2,0,1,2,0,4,0.0,4,4,0,4,0,3,1,0,,Forward,Premier League
Nicolas Viola,ITA,Cagliari,33,1989,13.4,13,9,2,8,3,7,17,41.2,10,9,0,9,2,15,6,0,Forward,Midfielder,Serie A
Alan Virginius,FRA,Lille,20,2003,0.8,1,1,1,0,0,0,1,0.0,1,0,0,0,0,1,0,0,,Forward,Ligue 1
Alan Virginius,FRA,Clermont Foot,20,2003,10.4,9,5,4,4,1,4,11,36.4,7,7,0,7,3,12,7,0,,Forward,Ligue 1
Ricardo Visus,ESP,Betis,22,2001,1.8,2,2,1,1,0,2,2,100.0,0,2,2,0,2,4,9,1,,Defender,La Liga
Mattia Viti,ITA,Sassuolo,21,2002,10.9,24,15,14,7,3,10,22,45.5,12,20,10,10,10,34,44,0,,Defender,Serie A
Vitinha,POR,Genoa,23,2000,3.2,2,2,1,0,1,1,2,50.0,1,2,0,2,0,2,2,0,Midfielder,Forward,Serie A
Vitinha,POR,Marseille,23,2000,10.3,14,8,3,5,6,3,12,25.0,9,11,2,9,5,19,8,0,,Forward,Ligue 1
Vitinha,POR,Paris S-G,23,2000,23.6,39,24,12,16,11,16,48,33.3,32,29,11,18,23,62,30,2,,Midfielder,Ligue 1
Vitinho,BRA,Burnley,24,1999,25.7,64,34,36,22,6,43,86,50.0,43,44,6,38,12,76,47,4,Midfielder,Defender,Premier League
Daniel Vivian,ESP,Athletic Club,24,1999,32.0,42,28,29,11,2,28,45,62.2,17,49,25,24,31,73,104,0,,Defender,La Liga
Odisseas Vlachodimos,GRE,Nott'ham Forest,29,1994,5.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0,,Goalkeeper,Premier League
Dušan Vlahović,SRB,Juventus,23,2000,25.6,9,5,0,6,3,4,11,36.4,7,4,2,2,1,10,11,0,,Forward,Serie A
Nikola Vlašić,CRO,Torino,25,1997,29.0,28,16,6,14,8,4,30,13.3,26,26,7,19,11,39,16,0,Forward,Midfielder,Serie A
Player,,Squad,Ag,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,,Po,Bundesliga
Alessandro Vogliacco,ITA,Genoa,24,1998,13.0,23,15,14,8,1,12,15,80.0,3,16,10,6,30,53,40,1,,Defender,Serie A
Kevin Vogt,GER,Hoffenheim,31,1991,14.7,14,10,7,7,0,8,13,61.5,5,16,13,3,9,23,54,0,,Defender,Bundesliga
Kevin Vogt,GER,Union Berlin,31,1991,14.7,10,9,6,4,0,6,12,50.0,6,22,15,7,7,17,72,2,,Defender,Bundesliga
Mërgim Vojvoda,KVX,Torino,28,1995,15.3,17,8,7,6,4,11,16,68.8,5,12,2,10,13,30,28,0,,Defender,Serie A
Kevin Volland,GER,Union Berlin,31,1992,14.9,22,9,8,8,6,8,20,40.0,12,8,0,8,6,28,12,0,Midfielder,Forward,Bundesliga
Cristian Volpato,ITA,Sassuolo,19,2003,7.2,16,8,9,6,1,9,25,36.0,16,7,0,7,1,17,5,0,Forward,Midfielder,Serie A
Aster Vranckx,BEL,Wolfsburg,20,2002,12.8,32,15,11,11,10,15,28,53.6,13,17,6,11,14,46,29,0,,Midfielder,Bundesliga
Stefan de Vrij,NED,Inter,31,1992,17.6,18,13,13,4,1,8,15,53.3,7,22,10,12,24,42,51,0,,Defender,Serie A
Elye Wahi,FRA,Montpellier,20,2003,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Forward,Ligue 1
Elye Wahi,FRA,Lens,20,2003,18.8,6,4,1,3,2,2,10,20.0,8,5,1,4,3,9,3,0,,Forward,Ligue 1
Walace,BRA,Udinese,28,1995,36.0,66,43,40,26,0,36,77,46.8,41,43,6,37,43,109,66,1,,Midfielder,Serie A
Luca Waldschmidt,GER,Köln,27,1996,12.7,19,12,4,12,3,5,16,31.3,11,18,3,15,6,25,8,1,Forward,Midfielder,Bundesliga
Kyle Walker,ENG,Manchester City,33,1990,30.7,38,24,19,17,2,19,39,48.7,20,19,6,13,27,65,40,1,,Defender,Premier League
Sebastian Walukiewicz,POL,Empoli,23,2000,22.8,39,28,33,6,0,28,41,68.3,13,50,31,19,15,54,121,0,,Defender,Serie A
Aaron Wan-Bissaka,ENG,Manchester Utd,25,1997,19.8,42,25,18,20,4,19,26,73.1,7,29,15,14,41,83,68,1,,Defender,Premier League
Joel Ward,ENG,Crystal Palace,33,1989,22.0,45,28,26,18,1,30,47,63.8,17,17,10,7,14,59,94,1,,Defender,Premier League
James Ward-Prowse,ENG,West Ham,28,1994,33.3,45,29,14,23,8,18,44,40.9,26,31,9,22,38,83,49,0,,Midfielder,Premier League
Lewis Warrington,ENG,Everton,20,2002,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Forward,Premier League
Deivid Washington,BRA,Chelsea,18,2005,0.1,1,1,1,0,0,0,1,0.0,1,0,0,0,0,1,0,0,Forward,Defender,Premier League
Kjell-Arik Wätjen,GER,Dortmund,17,2006,1.2,3,2,2,1,0,2,5,40.0,3,1,1,0,0,3,3,0,Forward,Midfielder,Bundesliga
Ollie Watkins,ENG,Aston Villa,27,1995,35.7,12,7,0,5,7,5,11,45.5,6,26,4,22,4,16,20,0,,Forward,Premier League
Timothy Weah,USA,Juventus,23,2000,14.0,27,20,16,8,3,15,20,75.0,5,12,1,11,5,32,15,0,Forward,Defender,Serie A
Adam Webster,ENG,Brighton,28,1995,12.7,14,12,8,5,1,6,18,33.3,12,16,12,4,16,30,43,1,,Defender,Premier League
Wout Weghorst,NED,Hoffenheim,30,1992,22.0,13,6,4,7,2,9,15,60.0,6,25,8,17,6,19,24,0,,Forward,Bundesliga
Julian Weigl,GER,Gladbach,27,1995,30.7,66,40,28,32,6,41,67,61.2,26,47,14,33,48,114,61,1,,Midfielder,Bundesliga
Player,,Squad,Ag,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,,Po,Bundesliga
Nelson Weiper,GER,Mainz 05,18,2005,1.4,2,1,2,0,0,2,3,66.7,1,1,0,1,1,3,0,0,Midfielder,Forward,Bundesliga
Mitchell Weiser,GER,Werder Bremen,29,1994,29.3,64,38,29,25,10,31,53,58.5,22,36,6,30,20,84,43,0,Midfielder,Defender,Bundesliga
Noah Weißhaupt,GER,Freiburg,21,2001,8.4,9,4,6,0,3,5,11,45.5,6,8,1,7,8,17,12,0,Forward,Defender,Bundesliga
Shon Weissman,ISR,Salernitana,27,1996,5.5,4,3,2,0,2,0,4,0.0,4,2,1,1,3,7,4,0,Defender,Forward,Serie A
Shon Weissman,ISR,Granada,27,1996,0.9,1,1,0,0,1,1,4,25.0,3,3,0,3,0,1,1,0,,Forward,La Liga
Danny Welbeck,ENG,Brighton,32,1990,18.8,35,17,9,17,9,10,17,58.8,7,12,0,12,9,44,17,1,Midfielder,Forward,Premier League
Timo Werner,GER,Tottenham,27,1996,9.0,7,4,3,4,0,5,18,27.8,13,12,0,12,3,10,2,0,,Forward,Premier League
Timo Werner,GER,RB Leipzig,27,1996,2.3,2,1,0,1,1,0,0,0,0,1,0,1,1,3,0,0,Midfielder,Forward,Bundesliga
Adam Wharton,ENG,Crystal Palace,19,2004,14.4,48,32,18,22,8,23,46,50.0,23,17,3,14,20,68,24,1,,Midfielder,Premier League
Ethan Wheatley,ENG,Manchester Utd,17,2006,0.2,1,1,0,1,0,1,1,100.0,0,2,0,2,2,3,0,0,,Forward,Premier League
Ben White,ENG,Arsenal,25,1997,33.2,48,28,20,22,6,26,58,44.8,32,48,22,26,32,80,77,1,,Defender,Premier League
Joe White,ENG,Newcastle Utd,20,2002,0.1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,,Midfielder,Premier League
Silvan Widmer,SUI,Mainz 05,30,1993,13.8,23,10,12,8,3,17,28,60.7,11,18,5,13,16,39,37,0,,Defender,Bundesliga
Mateusz Wieteska,POL,Cagliari,26,1997,10.7,14,11,9,3,2,3,10,30.0,7,10,5,5,14,28,48,0,,Defender,Serie A
Mateusz Wieteska,POL,Clermont Foot,26,1997,1.9,4,1,3,1,0,3,5,60.0,2,4,2,2,5,9,8,0,,Defender,Ligue 1
Iñaki Williams,GHA,Athletic Club,29,1994,31.6,24,17,6,8,10,13,34,38.2,21,42,8,34,14,38,29,0,,Forward,La Liga
Neco Williams,WAL,Nott'ham Forest,22,2001,18.2,69,40,42,18,9,35,56,62.5,21,44,13,31,22,91,53,0,,Defender,Premier League
Nico Williams,ESP,Athletic Club,21,2002,25.1,31,12,9,15,7,13,36,36.1,23,18,2,16,3,34,4,1,,Forward,La Liga
Willian,BRA,Fulham,34,1988,22.8,18,11,6,7,5,3,21,14.3,18,13,0,13,9,27,12,1,,Forward,Premier League
Joe Willock,ENG,Newcastle Utd,23,1999,4.7,13,7,7,6,0,4,11,36.4,7,7,0,7,1,14,1,0,,Midfielder,Premier League
Callum Wilson,ENG,Newcastle Utd,31,1992,11.0,5,3,0,2,3,0,4,0.0,4,6,0,6,2,7,4,0,,Forward,Premier League
Harry Wilson,WAL,Fulham,26,1997,18.0,21,14,9,8,4,11,28,39.3,17,27,3,24,10,31,12,0,,Forward,Premier League
Josh Wilson-Esbrand,ENG,Reims,20,2002,5.1,5,4,2,3,0,2,8,25.0,6,5,2,3,6,11,7,0,Midfielder,Defender,Ligue 1
Patrick Wimmer,AUT,Wolfsburg,22,2001,6.5,14,5,5,5,4,8,18,44.4,10,14,0,14,3,17,7,0,Midfielder,Forward,Bundesliga
Jonas Wind,DEN,Wolfsburg,24,1999,29.5,13,10,4,6,3,7,17,41.2,10,13,4,9,3,16,21,0,,Forward,Bundesliga
Player,,Squad,Ag,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,,Po,Bundesliga
Florian Wirtz,GER,Leverkusen,20,2003,26.4,27,18,7,14,6,9,29,31.0,20,36,2,34,9,36,3,0,,Midfielder,Bundesliga
Yoane Wissa,COD,Brentford,26,1996,27.7,28,16,13,10,5,5,20,25.0,15,24,3,21,9,37,15,0,,Forward,Premier League
Axel Witsel,BEL,Atlético Madrid,34,1989,30.9,35,21,23,12,0,17,24,70.8,7,40,21,19,16,51,119,0,,Defender,La Liga
Maximilian Wittek,GER,Bochum,27,1995,11.9,23,17,9,11,3,13,21,61.9,8,12,1,11,18,41,23,0,Forward,Defender,Bundesliga
Maximilian Wöber,AUT,Gladbach,25,1998,23.0,66,31,40,25,1,31,53,58.5,22,47,26,21,38,104,111,0,,Defender,Bundesliga
Marius Wolf,GER,Dortmund,28,1995,13.0,20,12,8,11,1,11,23,47.8,12,12,2,10,8,28,20,0,,Defender,Bundesliga
Nick Woltemade,GER,Werder Bremen,21,2002,13.2,34,23,7,20,7,15,21,71.4,6,12,0,12,5,39,17,0,Midfielder,Forward,Bundesliga
Jeong Woo-yeong,KOR,Stuttgart,23,1999,7.0,15,9,6,8,1,6,8,75.0,2,5,0,5,7,22,5,0,Forward,Midfielder,Bundesliga
Chris Wood,NZL,Nott'ham Forest,31,1991,20.1,7,4,1,4,2,3,9,33.3,6,11,3,8,1,8,26,0,,Forward,Premier League
Cauley Woodrow,ENG,Luton Town,28,1994,4.7,16,10,8,4,4,9,16,56.3,7,7,1,6,1,17,14,0,Midfielder,Forward,Premier League
Christopher Wooh,CMR,Rennes,21,2001,15.4,18,12,12,6,0,8,15,53.3,7,19,9,10,18,36,51,0,,Defender,Ligue 1
