Player,Nation,Squad,Age,Born,90s,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xAG,Expected xA,Expected A-xAG,KP,1/3,PPA,CrsPA,PrgP,Position_2,Position,League
Anthony Elanga,SWE,Nott'ham Forest,21,2002,27.0,498,712,69.9,6655,1569,313,391,80.1,143,211,67.8,15,28,53.6,9,6.7,4.0,+2.3,32,28,24,5,49,Midfielder,Forward,Premier League
Simon Elisor,FRA,Metz,24,1999,8.5,111,157,70.7,1583,387,56,79,70.9,45,61,73.8,3,4,75.0,0,0.9,0.4,-0.9,10,11,2,0,14,,Forward,Ligue 1
Harvey Elliott,ENG,Liverpool,20,2003,15.0,825,986,83.7,13081,3101,457,496,92.1,278,323,86.1,66,105,62.9,6,3.5,4.6,+2.5,37,76,45,11,128,Forward,Midfielder,Premier League
Elif Elmas,MKD,Napoli,23,1999,3.8,167,191,87.4,2276,469,116,122,95.1,39,48,81.3,7,10,70.0,0,0.2,0.3,-0.2,6,14,1,0,16,Midfielder,Forward,Serie A
Elif Elmas,MKD,RB Leipzig,23,1999,3.0,100,120,83.3,1288,291,66,73,90.4,29,31,93.5,1,5,20.0,0,0.1,0.4,-0.1,2,6,2,0,9,Forward,Midfielder,Bundesliga
Mohamed Elneny,EGY,Arsenal,31,1992,0.3,39,40,97.5,624,147,18,19,94.7,21,21,100.0,0,0,0,0,0.0,0.0,0.0,0,2,0,0,1,,Midfielder,Premier League
Aritz Elustondo,ESP,Real Sociedad,29,1994,9.0,402,468,85.9,7493,2576,141,163,86.5,232,255,91.0,26,43,60.5,1,0.6,0.1,+0.4,7,22,0,0,31,,Defender,La Liga
Nico Elvedi,SUI,Gladbach,26,1996,27.6,1500,1690,88.8,26281,8034,585,646,90.6,821,874,93.9,72,124,58.1,1,0.1,0.4,+0.9,3,74,4,1,109,,Defender,Bundesliga
Adri Embarba,ESP,Almería,31,1992,27.5,609,928,65.6,9861,3039,339,396,85.6,179,263,68.1,67,173,38.7,2,4.4,3.6,-2.4,52,40,25,16,58,Midfielder,Forward,La Liga
Breel Embolo,SUI,Monaco,26,1997,2.0,37,46,80.4,591,152,18,21,85.7,13,17,76.5,4,4,100.0,0,0.1,0.2,-0.1,3,4,2,0,7,,Forward,Ligue 1
Emanuel Emegha,NED,Strasbourg,20,2003,23.1,215,294,73.1,2721,378,124,168,73.8,69,90,76.7,1,5,20.0,1,0.4,0.4,+0.6,9,11,2,0,11,,Forward,Ligue 1
Emerson,BRA,Tottenham,24,1999,12.9,937,1038,90.3,13652,3714,529,558,94.8,339,362,93.6,32,45,71.1,0,0.4,0.9,-0.4,3,42,7,2,57,,Defender,Premier League
Youssef En-Nesyri,MAR,Sevilla,26,1997,28.6,205,318,64.5,2797,471,118,165,71.5,67,98,68.4,5,13,38.5,2,1.3,0.9,+0.7,9,11,5,0,17,,Forward,La Liga
Julio Enciso,PAR,Brighton,19,2004,5.3,132,178,74.2,1842,562,77,89,86.5,41,58,70.7,9,12,75.0,2,1.7,1.3,+0.3,9,12,4,2,21,Forward,Midfielder,Premier League
Wataru Endo,JPN,Liverpool,30,1993,19.1,1157,1315,88.0,17822,5048,631,684,92.3,466,516,90.3,45,63,71.4,0,1.7,1.5,-1.7,16,109,18,2,101,,Midfielder,Premier League
Arne Engels,BEL,Augsburg,19,2003,15.6,394,587,67.1,7179,2583,171,213,80.3,160,210,76.2,50,113,44.2,2,1.2,1.8,+0.8,19,35,17,6,52,Defender,Midfielder,Bundesliga
Christian Eriksen,DEN,Manchester Utd,31,1992,12.7,648,805,80.5,10504,2702,340,384,88.5,229,277,82.7,55,98,56.1,2,2.3,2.3,-0.3,27,66,17,3,68,,Midfielder,Premier League
Martin Erlic,CRO,Sassuolo,25,1998,29.1,972,1214,80.1,19654,7045,307,357,86.0,530,594,89.2,129,243,53.1,0,0.0,0.4,0.0,0,76,6,0,78,,Defender,Serie A
Gonzalo Escalante,ARG,Cádiz,30,1993,18.9,537,711,75.5,8811,2359,274,321,85.4,197,250,78.8,47,91,51.6,2,1.7,1.6,+0.3,11,60,7,0,66,,Midfielder,La Liga
Aarón Escandell,ESP,Las Palmas,27,1995,1.7,64,86,74.4,1579,1172,15,15,100.0,29,29,100.0,18,39,46.2,0,0.0,0.0,0.0,0,1,0,0,0,,Goalkeeper,La Liga
Alfonso Espino,URU,Rayo Vallecano,31,1992,27.9,1061,1423,74.6,17681,7831,522,588,88.8,436,559,78.0,79,182,43.4,1,2.8,2.9,-1.8,28,74,25,10,113,,Defender,La Liga
Bernardo Espinosa,COL,Girona,34,1989,0.0,7,8,87.5,141,46,3,3,100.0,4,4,100.0,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0,,Defender,La Liga
Maxime Estève,FRA,Burnley,21,2002,14.5,690,821,84.0,11622,2998,308,343,89.8,336,371,90.6,36,79,45.6,0,0.0,0.2,0.0,1,41,0,0,40,,Defender,Premier League
Maxime Estève,FRA,Montpellier,21,2002,11.1,289,369,78.3,5200,1826,110,130,84.6,142,171,83.0,28,55,50.9,1,0.3,0.6,+0.7,5,16,0,0,23,,Defender,Ligue 1
Oscar Estupiñan,COL,Metz,26,1996,2.9,41,61,67.2,627,74,24,31,77.4,11,18,61.1,3,5,60.0,0,0.0,0.1,0.0,1,2,1,0,2,,Forward,Ligue 1
Pervis Estupiñán,ECU,Brighton,25,1998,13.8,809,962,84.1,11736,3617,480,524,91.6,270,313,86.3,32,64,50.0,3,3.5,2.3,-0.5,26,66,25,11,83,,Defender,Premier League
Karl Etta,CMR,Cádiz,19,2004,0.2,2,2,100.0,15,1,1,1,100.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,,Forward,La Liga
Jonny Evans,NIR,Manchester Utd,35,1988,15.5,729,832,87.6,11952,3843,323,350,92.3,344,374,92.0,40,72,55.6,1,1.2,0.3,-0.2,6,29,3,0,37,,Defender,Premier League
Eberechi Eze,ENG,Crystal Palace,25,1998,22.8,700,909,77.0,11150,3226,353,405,87.2,253,301,84.1,61,134,45.5,4,5.2,5.6,-1.2,54,48,45,7,93,Forward,Midfielder,Premier League
Abdessamad Ezzalzouli,MAR,Barcelona,21,2001,0.8,23,37,62.2,289,83,18,23,78.3,4,8,50.0,1,4,25.0,0,0.1,0.0,-0.1,2,0,2,1,1,Midfielder,Forward,La Liga
Abdessamad Ezzalzouli,MAR,Betis,21,2001,9.6,232,353,65.7,2777,769,159,204,77.9,51,77,66.2,5,17,29.4,0,0.3,0.5,-0.3,4,11,9,1,25,,Forward,La Liga
Giovanni Fabbian,ITA,Bologna,20,2003,11.7,225,287,78.4,2793,580,149,174,85.6,55,67,82.1,5,11,45.5,2,1.9,0.8,+0.1,16,14,3,1,17,Forward,Midfielder,Serie A
Łukasz Fabiański,POL,West Ham,38,1985,8.0,160,239,66.9,5259,3852,19,19,100.0,70,70,100.0,70,146,47.9,0,0.0,0.0,0.0,0,8,0,0,1,,Goalkeeper,Premier League
Nicolò Fagioli,ITA,Juventus,22,2001,4.9,193,223,86.5,3410,776,94,99,94.9,73,82,89.0,24,36,66.7,2,0.7,0.9,+1.3,11,17,6,1,23,,Midfielder,Serie A
Romain Faivre,FRA,Bournemouth,25,1998,0.5,19,26,73.1,251,114,9,12,75.0,7,7,100.0,1,3,33.3,0,0.0,0.0,0.0,0,2,1,0,5,Forward,Midfielder,Premier League
Romain Faivre,FRA,Lorient,25,1998,16.1,495,601,82.4,7200,2420,272,308,88.3,167,199,83.9,24,50,48.0,1,1.7,2.0,-0.7,16,53,25,2,102,Forward,Midfielder,Ligue 1
Ilhan Fakili,FRA,Clermont Foot,17,2006,1.0,18,23,78.3,287,90,5,7,71.4,7,9,77.8,2,3,66.7,0,0.0,0.0,0.0,1,4,0,0,4,Forward,Midfielder,Ligue 1
Radamel Falcao,COL,Rayo Vallecano,37,1986,4.5,92,110,83.6,1099,186,65,74,87.8,18,21,85.7,3,4,75.0,0,0.3,0.3,-0.3,4,5,2,0,7,Defender,Forward,La Liga
Wladimiro Falcone,ITA,Lecce,28,1995,38.0,778,1145,67.9,19744,14888,212,215,98.6,318,324,98.1,224,578,38.8,0,0.2,0.0,-0.2,1,7,0,0,1,,Goalkeeper,Serie A
Fali,ESP,Cádiz,29,1993,28.3,799,1050,76.1,17510,6817,215,243,88.5,440,505,87.1,137,278,49.3,0,0.1,0.3,-0.1,4,76,5,1,82,,Defender,La Liga
Davide Faraoni,ITA,Hellas Verona,31,1991,6.7,228,304,75.0,4121,1808,103,119,86.6,80,102,78.4,36,62,58.1,1,0.4,0.3,+0.6,8,28,6,2,28,,Defender,Serie A
Davide Faraoni,ITA,Fiorentina,31,1991,4.4,190,248,76.6,3451,1097,70,79,88.6,94,117,80.3,21,37,56.8,1,0.4,0.6,+0.6,4,15,5,4,17,,Defender,Serie A
Ansu Fati,ESP,Brighton,20,2002,5.8,178,210,84.8,2332,518,117,124,94.4,41,50,82.0,10,11,90.9,0,0.8,0.6,-0.8,6,14,7,0,28,Forward,Midfielder,Premier League
Ansu Fati,ESP,Barcelona,20,2002,0.6,24,28,85.7,322,87,15,15,100.0,7,9,77.8,1,1,100.0,0,0.0,0.1,0.0,0,2,1,0,4,Forward,Midfielder,La Liga
Khalil Fayad,FRA,Montpellier,19,2004,11.4,276,345,80.0,4324,1087,142,161,88.2,98,124,79.0,21,40,52.5,0,0.5,0.5,-0.5,8,31,4,1,35,Midfielder,Forward,Ligue 1
Federico Fazio,ARG,Salernitana,36,1987,15.1,440,587,75.0,8392,3494,163,194,84.0,217,265,81.9,55,108,50.9,0,0.1,0.3,-0.1,3,26,1,0,27,,Defender,Serie A
Jacopo Fazzini,ITA,Empoli,20,2003,13.7,343,499,68.7,5521,1816,167,205,81.5,134,180,74.4,27,72,37.5,1,2.3,1.7,-1.3,24,32,9,3,47,,Midfielder,Serie A
Nabil Fekir,FRA,Betis,30,1993,11.7,482,611,78.9,6682,2256,272,312,87.2,131,151,86.8,33,71,46.5,2,2.3,2.7,-0.3,30,53,21,3,67,Forward,Midfielder,La Liga
Felipe,BRA,Nott'ham Forest,34,1989,4.2,183,215,85.1,3654,1412,61,70,87.1,97,105,92.4,21,33,63.6,0,0.1,0.0,-0.1,2,10,0,0,6,,Defender,Premier League
Luiz Felipe,ITA,Betis,26,1997,4.0,151,169,89.3,2591,996,59,62,95.2,78,86,90.7,9,14,64.3,0,0.2,0.2,-0.2,1,4,0,0,4,,Defender,La Liga
João Félix,POR,Barcelona,23,1999,17.1,538,663,81.1,7329,1372,355,392,90.6,138,173,79.8,22,46,47.8,3,3.1,2.6,-0.1,19,31,20,1,68,,Forward,La Liga
Ohis Felix Uduokhai,GER,Augsburg,25,1997,32.5,1349,1658,81.4,25826,9681,477,549,86.9,725,815,89.0,132,261,50.6,0,0.8,1.3,-0.8,9,93,5,0,101,,Defender,Bundesliga
Kiko Femenía,ESP,Villarreal,32,1991,17.6,939,1121,83.8,15374,5968,468,497,94.2,403,467,86.3,58,120,48.3,0,0.6,0.7,-0.6,7,84,6,3,100,,Defender,La Liga
Evan Ferguson,IRL,Brighton,18,2004,15.2,244,303,80.5,3028,349,156,180,86.7,54,63,85.7,11,15,73.3,0,0.5,0.8,-0.5,6,11,4,0,15,,Forward,Premier League
Lewis Ferguson,SCO,Bologna,23,1999,30.1,1571,1778,88.4,22609,4517,931,1007,92.5,518,565,91.7,61,85,71.8,3,2.3,2.7,+0.7,32,145,25,3,142,,Midfielder,Serie A
Bruno Fernandes,POR,Manchester Utd,28,1994,34.6,1590,2179,73.0,28404,10273,766,876,87.4,532,698,76.2,229,432,53.0,8,11.8,10.2,-3.8,114,187,89,10,297,Forward,Midfielder,Premier League
Edimilson Fernandes,SUI,Mainz 05,27,1996,14.3,615,801,76.8,12814,5042,214,242,88.4,295,335,88.1,98,200,49.0,2,0.7,1.9,+1.3,18,54,11,3,53,,Defender,Bundesliga
Aitor Fernández,ESP,Osasuna,32,1991,6.1,127,198,64.1,4462,3696,10,10,100.0,48,49,98.0,69,137,50.4,0,0.0,0.0,0.0,0,10,0,0,1,,Goalkeeper,La Liga
Álex Fernández,ESP,Cádiz,30,1992,14.3,539,649,83.1,8810,2701,278,302,92.1,191,218,87.6,50,86,58.1,1,0.8,1.4,+0.2,13,46,9,4,52,,Midfielder,La Liga
Carlos Fernández,ESP,Real Sociedad,27,1996,4.5,44,83,53.0,589,86,28,44,63.6,13,24,54.2,1,5,20.0,1,0.5,0.2,+0.5,1,4,1,0,4,,Forward,La Liga
Enzo Fernández,ARG,Chelsea,22,2001,24.5,1574,1862,84.5,28776,8415,674,742,90.8,661,744,88.8,196,273,71.8,2,3.4,3.7,-1.4,32,177,43,4,210,,Midfielder,Premier League
Raúl Fernández,ESP,Granada,35,1988,3.1,69,107,64.5,2057,1530,9,9,100.0,38,40,95.0,22,56,39.3,0,0.0,0.0,0.0,0,1,0,0,0,,Goalkeeper,La Liga
Valery Fernández,ESP,Girona,23,1999,5.6,188,221,85.1,2441,411,125,132,94.7,54,68,79.4,3,6,50.0,0,0.8,0.5,-0.8,5,4,9,3,12,Forward,Midfielder,La Liga
Fernando,ESP,Almería,33,1990,4.0,110,160,68.8,3175,2309,10,10,100.0,62,62,100.0,38,87,43.7,0,0.0,0.0,0.0,0,1,0,0,0,,Goalkeeper,La Liga
Fernando,BRA,Sevilla,36,1987,5.1,209,242,86.4,3691,1069,98,107,91.6,89,99,89.9,18,24,75.0,0,0.3,0.3,-0.3,2,21,5,2,24,,Midfielder,La Liga
Ichem Ferrah,FRA,Lille,17,2005,0.0,1,1,100.0,8,6,1,1,100.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,,Forward,Ligue 1
Andrea Ferraris,ITA,Monza,20,2003,0.1,4,4,100.0,60,9,2,2,100.0,2,2,100.0,0,0,0,0,0.0,0.0,0.0,0,0,1,0,1,,Midfielder,Serie A
André Ferreira,POR,Granada,27,1996,14.9,359,498,72.1,10011,7247,72,74,97.3,172,176,97.7,112,243,46.1,0,0.0,0.0,0.0,0,7,0,0,0,,Goalkeeper,La Liga
João Ferreira,POR,Udinese,22,2001,20.2,649,858,75.6,12106,5431,282,325,86.8,263,326,80.7,88,158,55.7,1,0.9,0.9,+0.1,13,60,11,6,61,,Defender,Serie A
Jordan Ferri,FRA,Montpellier,31,1992,22.6,1101,1331,82.7,19799,6455,436,500,87.2,492,556,88.5,126,202,62.4,1,1.9,2.1,-0.9,28,118,26,10,173,,Midfielder,Ligue 1
Nacho Ferri,ESP,Eint Frankfurt,18,2004,0.8,13,26,50.0,149,46,11,14,78.6,2,8,25.0,0,1,0.0,0,0.0,0.0,0.0,1,2,0,0,2,Midfielder,Forward,Bundesliga
Rachad Fettal,MAR,Almería,18,2005,0.2,4,6,66.7,46,20,3,4,75.0,1,1,100.0,0,0,0,0,0.0,0.0,0.0,1,0,0,0,0,,Forward,La Liga
Seydou Fini,ITA,Genoa,17,2006,0.4,9,14,64.3,118,34,7,10,70.0,2,4,50.0,0,0,0,0,0.0,0.0,0.0,0,1,0,0,0,Forward,Defender,Serie A
Max Finkgräfe,GER,Köln,19,2004,19.5,598,859,69.6,10280,4077,277,339,81.7,270,355,76.1,45,118,38.1,0,1.6,1.6,-1.6,23,46,12,7,53,Forward,Defender,Bundesliga
Vincenzo Fiorillo,ITA,Salernitana,33,1990,4.0,53,128,41.4,2126,1792,4,4,100.0,17,17,100.0,32,105,30.5,0,0.0,0.0,0.0,0,3,0,0,0,,Goalkeeper,Serie A
Kilian Fischer,GER,Wolfsburg,22,2000,3.2,104,148,70.3,1728,588,56,65,86.2,42,59,71.2,6,16,37.5,0,0.1,0.3,-0.1,2,5,3,1,6,Midfielder,Defender,Bundesliga
John Fleck,SCO,Sheffield Utd,31,1991,1.0,29,40,72.5,408,88,21,27,77.8,7,9,77.8,1,2,50.0,0,0.4,0.3,-0.4,2,1,1,0,3,Defender,Midfielder,Premier League
Mark Flekken,NED,Brentford,30,1993,36.5,1131,1580,71.6,32732,22385,159,161,98.8,575,580,99.1,394,832,47.4,1,0.5,0.2,+0.5,4,37,1,0,5,,Goalkeeper,Premier League
Alessandro Florenzi,ITA,Milan,32,1991,19.2,1055,1277,82.6,19865,6858,433,459,94.3,454,519,87.5,144,250,57.6,4,3.4,3.5,+0.6,45,97,25,9,106,,Defender,Serie A
Phil Foden,ENG,Manchester City,23,2000,31.7,1511,1767,85.5,20347,3769,990,1053,94.0,388,449,86.4,68,135,50.4,8,8.4,6.9,-0.4,73,71,57,5,168,Midfielder,Forward,Premier League
Wes Foderingham,ENG,Sheffield Utd,32,1991,29.4,595,1054,56.5,19592,15704,101,102,99.0,240,250,96.0,254,691,36.8,0,0.1,0.1,-0.1,1,19,2,0,0,,Goalkeeper,Premier League
Malick Fofana,BEL,Lyon,18,2005,6.2,143,180,79.4,2092,314,75,87,86.2,54,66,81.8,6,13,46.2,0,0.5,0.5,-0.5,6,4,6,1,10,,Forward,Ligue 1
Youssouf Fofana,FRA,Monaco,24,1999,30.0,1453,1789,81.2,23800,9039,690,796,86.7,601,706,85.1,106,180,58.9,4,3.4,4.7,+0.6,40,194,43,2,249,,Midfielder,Ligue 1
Jonas Föhrenbach,GER,Heidenheim,27,1996,31.0,1046,1462,71.5,20703,9260,382,457,83.6,508,652,77.9,146,288,50.7,0,0.8,1.4,-0.8,13,74,24,13,96,,Defender,Bundesliga
Thomas Foket,BEL,Reims,28,1994,20.4,862,1069,80.6,14686,4219,408,463,88.1,369,435,84.8,70,115,60.9,1,0.9,1.4,+0.1,11,52,10,7,65,,Defender,Ligue 1
Michael Folorunsho,ITA,Hellas Verona,25,1998,30.9,486,796,61.1,8352,2187,236,328,72.0,176,268,65.7,55,116,47.4,1,1.4,1.1,-0.4,18,43,10,6,54,Forward,Midfielder,Serie A
Tiago Fonseca Morais,POR,Lille,19,2003,0.5,11,15,73.3,162,62,8,10,80.0,2,3,66.7,1,2,50.0,0,0.0,0.0,0.0,0,1,1,0,3,,Forward,Ligue 1
Pablo Fornals,ESP,West Ham,27,1996,4.7,162,210,77.1,2602,713,83,96,86.5,60,75,80.0,12,20,60.0,0,0.3,0.3,-0.3,5,19,6,1,29,Forward,Midfielder,Premier League
Pablo Fornals,ESP,Betis,27,1996,12.8,500,672,74.4,7824,2697,259,296,87.5,167,217,77.0,43,89,48.3,2,1.6,2.0,+0.4,23,56,25,6,89,Midfielder,Forward,La Liga
Emil Forsberg,SWE,RB Leipzig,31,1991,5.2,163,199,81.9,2572,551,95,107,88.8,54,60,90.0,12,17,70.6,1,0.9,0.4,+0.1,6,14,3,0,22,Forward,Midfielder,Bundesliga
Omari Forson,ENG,Manchester Utd,19,2004,0.8,30,33,90.9,373,78,17,17,100.0,10,12,83.3,0,0,0,1,0.2,0.0,+0.8,2,2,1,0,2,,Forward,Premier League
Philipp Förster,GER,Bochum,28,1995,4.3,156,208,75.0,2499,694,84,101,83.2,54,80,67.5,14,19,73.7,0,0.5,0.8,-0.5,9,9,8,3,21,Forward,Midfielder,Bundesliga
Héctor Fort,ESP,Barcelona,16,2006,3.5,200,230,87.0,3004,748,121,129,93.8,65,76,85.5,11,19,57.9,2,0.8,0.5,+1.2,3,10,3,1,7,,Defender,La Liga
Lyle Foster,RSA,Burnley,22,2000,21.1,312,461,67.7,4471,835,197,268,73.5,91,124,73.4,14,20,70.0,3,1.9,1.3,+1.1,19,21,12,0,37,Midfielder,Forward,Premier League
Dimitri Foulquier,FRA,Valencia,30,1993,20.5,766,1042,73.5,11858,4675,394,463,85.1,308,382,80.6,42,118,35.6,0,1.2,0.8,-1.2,14,47,14,6,72,Midfielder,Defender,La Liga
Juan Foyth,ARG,Villarreal,25,1998,11.8,565,690,81.9,9309,3470,290,320,90.6,226,270,83.7,40,66,60.6,1,0.9,0.9,+0.1,5,50,7,2,51,,Defender,La Liga
Matheus França,BRA,Crystal Palace,19,2004,2.6,51,79,64.6,910,256,20,29,69.0,24,29,82.8,5,13,38.5,1,0.9,0.5,+0.1,6,4,2,0,8,Forward,Midfielder,Premier League
Bartol Franjić,CRO,Darmstadt 98,23,2000,13.7,462,556,83.1,8068,1949,203,240,84.6,211,234,90.2,40,56,71.4,1,0.2,0.3,+0.8,2,39,2,1,50,,Midfielder,Bundesliga
Przemysław Frankowski,POL,Lens,28,1995,24.4,1008,1320,76.4,16279,5614,503,580,86.7,406,525,77.3,70,137,51.1,2,3.8,5.0,-1.8,39,75,43,15,112,,Defender,Ligue 1
Nathan Fraser,IRL,Wolves,18,2005,2.1,33,42,78.6,380,45,24,27,88.9,7,10,70.0,0,0,0,0,0.1,0.1,-0.1,2,0,2,0,2,,Forward,Premier League
Davide Frattesi,ITA,Inter,23,1999,10.6,235,301,78.1,3468,1047,126,147,85.7,82,103,79.6,14,18,77.8,3,1.9,2.0,+1.1,10,18,13,1,37,,Midfielder,Serie A
Jean Frederic N'Guessan,CIV,Metz,20,2003,1.2,37,46,80.4,682,151,14,19,73.7,19,22,86.4,3,3,100.0,0,0.0,0.0,0.0,0,3,0,0,5,Forward,Midfielder,Ligue 1
Morten Frendrup,DEN,Genoa,22,2001,34.9,979,1224,80.0,14254,3493,548,625,87.7,333,401,83.0,45,83,54.2,5,1.6,1.4,+3.4,13,69,14,1,105,,Midfielder,Serie A
Remo Freuler,SUI,Bologna,31,1992,29.2,1710,1890,90.5,25295,6603,949,1009,94.1,653,696,93.8,50,86,58.1,1,1.1,1.3,-0.1,19,133,15,0,165,,Midfielder,Serie A
Marco Friedl,AUT,Werder Bremen,25,1998,24.4,930,1081,86.0,19543,6566,250,275,90.9,536,572,93.7,141,215,65.6,0,0.1,0.3,-0.1,1,49,4,1,59,,Defender,Bundesliga
Marvin Friedrich,GER,Gladbach,27,1995,17.4,755,905,83.4,12979,5177,315,334,94.3,390,429,90.9,39,111,35.1,0,0.2,0.1,-0.2,5,29,1,0,34,,Defender,Bundesliga
Jeremie Frimpong,NED,Leverkusen,22,2000,25.0,797,1026,77.7,10923,2301,541,622,87.0,206,279,73.8,29,49,59.2,7,5.9,5.4,+1.1,45,20,36,15,49,,Defender,Bundesliga
Jorge de Frutos,ESP,Rayo Vallecano,26,1997,17.2,344,483,71.2,5142,1306,193,237,81.4,120,163,73.6,16,32,50.0,0,1.4,1.2,-1.4,17,23,20,8,40,Midfielder,Forward,La Liga
Chris Führich,GER,Stuttgart,25,1998,28.5,1112,1370,81.2,15384,4203,666,737,90.4,325,391,83.1,52,121,43.0,7,8.0,9.2,-1.0,53,59,61,9,145,Midfielder,Forward,Bundesliga
Shiō Fukuda,JPN,Gladbach,19,2004,0.4,3,6,50.0,34,5,2,2,100.0,1,4,25.0,0,0,0,0,0.0,0.0,0.0,1,0,0,0,0,Midfielder,Forward,Bundesliga
Angelo Fulgini,FRA,Lens,26,1996,15.3,569,789,72.1,9396,2835,278,335,83.0,189,248,76.2,67,133,50.4,2,3.2,4.0,-1.2,38,46,20,6,74,,Midfielder,Ligue 1
Niclas Füllkrug,GER,Werder Bremen,30,1993,2.0,48,66,72.7,799,274,27,33,81.8,15,22,68.2,6,7,85.7,0,0.3,0.4,-0.3,2,7,2,0,9,,Forward,Bundesliga
Niclas Füllkrug,GER,Dortmund,30,1993,24.6,378,572,66.1,4822,1141,241,340,70.9,75,110,68.2,23,36,63.9,8,3.1,3.3,+4.9,34,25,16,1,49,,Forward,Bundesliga
Gerardo Fusco,ITA,Salernitana,18,2005,0.2,5,7,71.4,46,1,3,4,75.0,1,1,100.0,0,1,0.0,0,0.0,0.0,0.0,1,0,0,0,0,,Forward,Serie A
Daniel Fuzato,BRA,Getafe,26,1997,0.1,5,10,50.0,185,140,0,0,0,1,1,100.0,4,9,44.4,0,0.0,0.0,0.0,0,0,0,0,0,,Goalkeeper,La Liga
Matteo Gabbia,ITA,Milan,23,1999,14.2,815,902,90.4,16174,4946,220,237,92.8,501,530,94.5,88,115,76.5,1,0.3,0.2,+0.7,3,46,0,0,42,,Defender,Serie A
Matteo Gabbia,ITA,Villarreal,23,1999,5.3,267,299,89.3,5210,1745,93,102,91.2,144,151,95.4,29,42,69.0,0,0.1,0.1,-0.1,1,15,1,0,9,,Defender,La Liga
Gianluca Gaetano,ITA,Cagliari,23,2000,8.3,171,236,72.5,2666,927,86,103,83.5,67,91,73.6,12,24,50.0,1,1.3,0.6,-0.3,16,30,10,1,41,Midfielder,Forward,Serie A
Gianluca Gaetano,ITA,Napoli,23,2000,1.8,70,79,88.6,1030,257,36,40,90.0,26,27,96.3,3,4,75.0,0,0.5,0.4,-0.5,5,4,3,3,6,,Midfielder,Serie A
Roberto Gagliardini,ITA,Monza,29,1994,26.2,1339,1487,90.0,23611,5656,563,607,92.8,648,690,93.9,101,135,74.8,2,1.7,2.0,+0.3,20,114,10,1,120,Defender,Midfielder,Serie A
Cody Gakpo,NED,Liverpool,24,1999,18.3,436,564,77.3,6130,1738,266,315,84.4,136,183,74.3,18,24,75.0,5,2.9,2.7,+2.1,25,43,32,5,83,Midfielder,Forward,Premier League
Javi Galán,ESP,Atlético Madrid,28,1994,1.0,45,60,75.0,666,154,24,28,85.7,19,24,79.2,1,5,20.0,0,0.1,0.1,-0.1,2,0,2,1,4,,Defender,La Liga
Javi Galán,ESP,Real Sociedad,28,1994,11.9,526,657,80.1,8925,2880,257,284,90.5,222,272,81.6,39,75,52.0,1,0.7,0.9,+0.3,10,36,15,10,45,,Defender,La Liga
Iñigo Ruiz de Galarreta,ESP,Athletic Club,29,1993,23.2,993,1232,80.6,17537,5134,460,527,87.3,410,474,86.5,103,171,60.2,1,2.3,2.5,-1.3,26,127,23,4,147,,Midfielder,La Liga
Pablo Galdames Millán,CHI,Genoa,26,1996,0.1,21,23,91.3,411,173,7,8,87.5,12,12,100.0,2,3,66.7,0,0.0,0.0,0.0,0,6,0,0,5,Defender,Midfielder,Serie A
Conor Gallagher,ENG,Chelsea,23,2000,34.8,1801,2018,89.2,26732,5954,1054,1116,94.4,598,654,91.4,95,146,65.1,7,5.0,3.5,+2.0,52,135,32,4,172,,Midfielder,Premier League
Antonino Gallo,ITA,Lecce,23,2000,27.7,995,1408,70.7,18535,7959,418,478,87.4,422,560,75.4,130,290,44.8,3,4.5,3.1,-1.5,47,85,44,32,125,,Defender,Serie A
Cristian Gamboa,CRC,Bochum,33,1989,13.2,350,475,73.7,6353,2438,155,175,88.6,146,187,78.1,43,97,44.3,1,0.5,0.9,+0.5,10,28,12,6,33,,Defender,Bundesliga
Kévin Gameiro,FRA,Strasbourg,36,1987,15.0,373,461,80.9,5374,1194,214,247,86.6,112,141,79.4,25,31,80.6,2,2.7,3.0,-0.7,24,28,10,1,44,Midfielder,Forward,Ligue 1
Idrissa Gana Gueye,SEN,Everton,33,1989,20.9,758,898,84.4,11688,3236,384,428,89.7,317,361,87.8,39,66,59.1,0,1.1,0.8,-1.1,15,70,9,1,83,,Midfielder,Premier League
Ignatius Ganago,CMR,Nantes,24,1999,2.0,31,53,58.5,475,169,17,23,73.9,11,20,55.0,2,2,100.0,0,0.6,0.5,-0.6,4,1,3,1,5,Midfielder,Forward,Ligue 1
Aleix García,ESP,Girona,26,1997,35.5,2567,2935,87.5,47017,14261,1226,1293,94.8,945,1018,92.8,334,518,64.5,6,5.5,6.0,+0.5,57,306,27,8,294,,Midfielder,La Liga
Álvaro García,ESP,Rayo Vallecano,30,1992,27.5,518,825,62.8,7725,2288,301,381,79.0,166,258,64.3,30,109,27.5,1,3.0,2.9,-2.0,39,30,34,21,63,Midfielder,Forward,La Liga
