Player,Nation,Squad,Age,Born,90s,Standard Gls,Standard Sh,Standard SoT,Standard SoT%,Standard Sh/90,Standard SoT/90,Standard G/Sh,Standard G/SoT,Standard Dist,Standard FK,Standard PK,Standard PKatt,Expected xG,Expected npxG,Expected npxG/Sh,Expected G-xG,Expected np:G-xG,Position_2,Position,League
Luka Romero,ARG,Milan,18,2004,1.0,0,1,0,0.0,1.02,0.00,0.00,0,9.5,0,0,0,0.1,0.1,0.09,-0.1,-0.1,Midfielder,Forward,Serie A
Luka Romero,ARG,Almería,18,2004,4.9,3,8,3,37.5,1.64,0.62,0.38,1.00,15.9,0,0,0,1.3,1.3,0.18,+1.7,+1.7,,Forward,La Liga
Oriol Romeu,ESP,Barcelona,31,1991,10.4,0,10,2,20.0,0.96,0.19,0.00,0.00,23.6,0,0,0,0.7,0.7,0.07,-0.7,-0.7,,Midfielder,La Liga
Valentin Rongier,FRA,Marseille,28,1994,9.5,0,10,3,30.0,1.06,0.32,0.00,0.00,19.7,0,0,0,0.6,0.6,0.06,-0.6,-0.6,,Midfielder,Ligue 1
Frank Ronstadt,GER,Darmstadt 98,26,1997,0.8,0,3,0,0.0,3.55,0.00,0.00,0,24.6,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Midfielder,Defender,Bundesliga
Marten de Roon,NED,Atalanta,32,1991,28.9,0,16,3,18.8,0.55,0.10,0.00,0.00,24.5,0,0,0,0.6,0.6,0.04,-0.6,-0.6,Defender,Midfielder,Serie A
Unai Ropero,ESP,Alavés,21,2001,0.1,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,,Midfielder,La Liga
Vitor Roque,BRA,Barcelona,18,2005,3.6,2,13,6,46.2,3.57,1.65,0.15,0.33,13.7,0,0,0,2.5,2.5,0.20,-0.5,-0.5,,Forward,La Liga
Pablo Rosario,NED,Nice,26,1997,22.3,0,16,2,12.5,0.72,0.09,0.00,0.00,13.1,0,0,0,1.2,1.2,0.08,-1.2,-1.2,Defender,Midfielder,Ligue 1
Valentin Rosier,FRA,Nice,26,1996,0.6,0,1,0,0.0,1.70,0.00,0.00,0,23.3,0,0,0,0.0,0.0,0.04,0.0,0.0,Midfielder,Defender,Ligue 1
Francesco Rossi,ITA,Atalanta,32,1991,0.1,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,,Goalkeeper,Serie A
Joe Rothwell,ENG,Bournemouth,28,1995,4.3,0,2,0,0.0,0.47,0.00,0.00,0,22.7,0,0,0,0.1,0.1,0.04,-0.1,-0.1,,Midfielder,Premier League
Anthony Rouault,FRA,Stuttgart,22,2001,11.2,0,3,1,33.3,0.27,0.09,0.00,0.00,24.5,0,0,0,0.1,0.1,0.02,-0.1,-0.1,,Defender,Bundesliga
Jérôme Roussillon,FRA,Union Berlin,30,1993,8.4,0,7,4,57.1,0.84,0.48,0.00,0.00,20.4,0,0,0,0.3,0.3,0.05,-0.3,-0.3,,Defender,Bundesliga
Nicolò Rovella,ITA,Lazio,21,2001,14.6,0,5,1,20.0,0.34,0.07,0.00,0.00,26.4,1,0,0,0.6,0.6,0.12,-0.6,-0.6,,Midfielder,Serie A
Amir Rrahmani,KVX,Napoli,29,1994,28.9,3,25,8,32.0,0.87,0.28,0.12,0.38,12.0,0,0,0,2.2,2.2,0.09,+0.8,+0.8,,Defender,Serie A
Ruan,BRA,Sassuolo,24,1999,16.8,0,7,2,28.6,0.42,0.12,0.00,0.00,10.6,0,0,0,0.5,0.5,0.07,-0.5,-0.5,,Defender,Serie A
Pelly Ruddock Mpanzu,COD,Luton Town,30,1993,12.2,0,11,1,9.1,0.90,0.08,0.00,0.00,19.7,0,0,0,0.6,0.6,0.06,-0.6,-0.6,,Midfielder,Premier League
Antonio Rüdiger,GER,Real Madrid,30,1993,30.1,1,19,2,10.5,0.63,0.07,0.05,0.50,16.0,0,0,0,1.5,1.5,0.08,-0.5,-0.5,,Defender,La Liga
Fabian Rüdlin,GER,Freiburg,26,1997,0.1,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,,Midfielder,Bundesliga
Javier Rueda Garcia,ESP,Celta Vigo,21,2002,0.2,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,Defender,Midfielder,La Liga
Daniele Rugani,ITA,Juventus,29,1994,13.2,2,8,2,25.0,0.61,0.15,0.25,1.00,7.3,0,0,0,1.6,1.6,0.30,+0.4,+0.4,,Defender,Serie A
Matteo Ruggeri,ITA,Atalanta,21,2002,27.2,0,12,4,33.3,0.44,0.15,0.00,0.00,16.9,0,0,0,0.5,0.5,0.04,-0.5,-0.5,,Defender,Serie A
Mário Rui,POR,Napoli,32,1991,13.4,0,5,2,40.0,0.37,0.15,0.00,0.00,31.7,0,0,0,0.1,0.1,0.03,-0.1,-0.1,,Defender,Serie A
Aitor Ruibal,ESP,Betis,27,1996,11.3,2,13,2,15.4,1.15,0.18,0.15,1.00,22.1,0,0,0,0.8,0.8,0.06,+1.2,+1.2,Forward,Defender,La Liga
Fabián Ruiz Peña,ESP,Paris S-G,27,1996,13.3,1,19,6,31.6,1.43,0.45,0.05,0.17,21.7,0,0,0,2.0,2.0,0.10,-1.0,-1.0,,Midfielder,Ligue 1
Sergio Ruiz,ESP,Granada,28,1994,27.7,0,13,1,7.7,0.47,0.04,0.00,0.00,18.2,0,0,0,0.7,0.7,0.05,-0.7,-0.7,,Midfielder,La Liga
Julian Ryerson,NOR,Dortmund,25,1997,19.6,4,18,8,44.4,0.92,0.41,0.22,0.50,19.5,0,0,0,1.8,1.8,0.10,+2.2,+2.2,,Defender,Bundesliga
Frederik Rønnow,DEN,Union Berlin,30,1992,33.0,0,3,0,0.0,0.09,0.00,0.00,0,11.0,0,0,0,0.1,0.1,0.02,-0.1,-0.1,,Goalkeeper,Bundesliga
José Sá,POR,Wolves,30,1993,33.7,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,,Goalkeeper,Premier League
Youssouf Sabaly,SEN,Betis,30,1993,11.6,0,4,0,0.0,0.34,0.00,0.00,0,22.2,0,0,0,0.1,0.1,0.03,-0.1,-0.1,,Defender,La Liga
Emmanuel Sabbi,USA,Le Havre,25,1997,17.6,5,29,10,34.5,1.65,0.57,0.10,0.30,16.4,0,2,2,4.1,2.5,0.09,+0.9,+0.5,Midfielder,Forward,Ligue 1
Stefano Sabelli,ITA,Genoa,30,1993,27.0,0,9,3,33.3,0.33,0.11,0.00,0.00,18.6,0,0,0,0.8,0.8,0.08,-0.8,-0.8,,Defender,Serie A
Marcel Sabitzer,AUT,Dortmund,29,1994,21.8,4,46,19,41.3,2.11,0.87,0.07,0.16,22.6,5,1,1,3.6,2.8,0.06,+0.4,+0.2,,Midfielder,Bundesliga
Falaye Sacko,MLI,Montpellier,28,1995,15.4,0,1,0,0.0,0.07,0.00,0.00,0,27.4,0,0,0,0.0,0.0,0.02,0.0,0.0,,Defender,Ligue 1
Dominic Sadi,ENG,Bournemouth,19,2003,0.0,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,,Forward,Premier League
Umar Sadiq,NGA,Real Sociedad,26,1997,12.0,3,33,10,30.3,2.76,0.84,0.09,0.30,14.7,0,0,0,3.6,3.6,0.12,-0.6,-0.6,,Forward,La Liga
Alexis Saelemaekers,BEL,Bologna,24,1999,21.0,4,29,10,34.5,1.38,0.48,0.14,0.40,23.2,4,0,0,2.6,2.6,0.09,+1.4,+1.4,Midfielder,Forward,Serie A
Modibo Sagnan,MLI,Montpellier,24,1999,11.7,2,9,3,33.3,0.77,0.26,0.22,0.67,19.5,0,0,0,1.2,1.2,0.13,+0.8,+0.8,,Defender,Ligue 1
Wesley Saïd,FRA,Lens,28,1995,11.3,7,45,18,40.0,3.97,1.59,0.16,0.39,13.6,0,0,0,5.7,5.7,0.13,+1.3,+1.3,Midfielder,Forward,Ligue 1
Théo Sainte-Luce,FRA,Montpellier,24,1998,3.8,0,3,1,33.3,0.78,0.26,0.00,0.00,22.4,0,0,0,0.1,0.1,0.04,-0.1,-0.1,,Defender,Ligue 1
Bukayo Saka,ENG,Arsenal,21,2001,32.4,16,102,31,30.4,3.14,0.96,0.10,0.32,16.3,0,6,6,15.5,10.8,0.11,+0.5,-0.8,,Forward,Premier League
Mamadou Sakho,FRA,Montpellier,33,1990,0.1,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,,Defender,Ligue 1
Ibrahim Salah,MAR,Rennes,21,2001,5.8,4,17,9,52.9,2.92,1.55,0.24,0.44,15.5,0,0,0,3.1,3.1,0.19,+0.9,+0.9,Midfielder,Forward,Ligue 1
Mohamed Salah,EGY,Liverpool,31,1992,28.2,18,107,47,43.9,3.80,1.67,0.12,0.28,15.5,1,5,7,21.2,15.5,0.15,-3.2,-2.5,,Forward,Premier League
Amine Salama,FRA,Reims,23,2000,3.5,0,6,1,16.7,1.73,0.29,0.00,0.00,13.8,0,0,0,0.7,0.7,0.12,-0.7,-0.7,,Forward,Ligue 1
Kike Salas,ESP,Sevilla,21,2002,17.8,3,16,5,31.3,0.90,0.28,0.19,0.60,12.0,0,0,0,0.8,0.8,0.05,+2.2,+2.2,,Defender,La Liga
William Saliba,FRA,Arsenal,22,2001,38.0,2,10,3,30.0,0.26,0.08,0.20,0.67,10.5,0,0,0,1.6,1.6,0.16,+0.4,+0.4,,Defender,Premier League
Mohammed Salisu,GHA,Monaco,24,1999,11.5,0,4,1,25.0,0.35,0.09,0.00,0.00,14.3,0,0,0,0.2,0.2,0.06,-0.2,-0.2,,Defender,Ligue 1
Roland Sallai,HUN,Freiburg,26,1997,20.4,3,55,19,34.5,2.69,0.93,0.05,0.16,15.8,0,0,1,7.9,7.1,0.14,-4.9,-4.1,Forward,Midfielder,Bundesliga
Yoann Salmier,GUF,Le Havre,30,1992,17.4,1,10,5,50.0,0.57,0.29,0.10,0.20,14.2,0,0,0,1.1,1.1,0.11,-0.1,-0.1,,Defender,Ligue 1
Salvi,ESP,Rayo Vallecano,32,1991,0.3,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,,Midfielder,La Liga
Lazar Samardzic,SRB,Udinese,21,2002,26.4,6,56,16,28.6,2.12,0.61,0.09,0.31,25.7,13,1,1,3.5,2.8,0.05,+2.5,+2.2,,Midfielder,Serie A
Diadie Samassékou,MLI,Cádiz,27,1996,1.0,0,1,1,100.0,0.98,0.98,0.00,0.00,25.6,0,0,0,0.0,0.0,0.03,0.0,0.0,,Midfielder,La Liga
Diadie Samassékou,MLI,Hoffenheim,27,1996,0.0,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,,Midfielder,Bundesliga
Mama Samba Baldé,GNB,Lyon,27,1995,6.1,2,17,9,52.9,2.78,1.47,0.12,0.22,14.2,0,0,0,3.4,3.4,0.20,-1.4,-1.4,Midfielder,Forward,Ligue 1
Brice Samba,FRA,Lens,29,1994,33.0,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,,Goalkeeper,Ligue 1
Albert Sambi Lokonga,BEL,Luton Town,23,1999,14.5,1,8,2,25.0,0.55,0.14,0.13,0.50,20.9,0,0,0,0.6,0.6,0.08,+0.4,+0.4,,Midfielder,Premier League
Junior Sambia,FRA,Salernitana,26,1996,11.5,1,12,4,33.3,1.05,0.35,0.08,0.25,25.9,5,0,0,0.5,0.5,0.04,+0.5,+0.5,Midfielder,Defender,Serie A
Fede San Emeterio,ESP,Cádiz,26,1997,1.7,1,1,1,100.0,0.59,0.59,1.00,1.00,5.0,0,0,0,0.1,0.1,0.06,+0.9,+0.9,,Midfielder,La Liga
Antonio Sanabria,PAR,Torino,27,1996,23.7,5,52,14,26.9,2.19,0.59,0.06,0.21,12.7,0,2,2,9.3,7.7,0.15,-4.3,-4.7,Midfielder,Forward,Serie A
Oihan Sancet,ESP,Athletic Club,23,2000,21.9,4,41,11,26.8,1.87,0.50,0.10,0.36,15.6,0,0,1,6.3,5.5,0.13,-2.3,-1.5,,Midfielder,La Liga
Renato Sanches,POR,Roma,25,1997,1.6,1,2,1,50.0,1.23,0.62,0.50,1.00,19.1,0,0,0,0.1,0.1,0.04,+0.9,+0.9,,Midfielder,Serie A
Ricard Sánchez,ESP,Granada,23,2000,25.5,3,14,5,35.7,0.55,0.20,0.21,0.60,19.0,0,0,0,1.0,1.0,0.07,+2.0,+2.0,,Defender,La Liga
Alexis Sánchez,CHI,Inter,34,1988,8.5,2,17,5,29.4,2.01,0.59,0.06,0.20,16.4,2,1,1,3.2,2.5,0.14,-1.2,-1.5,Midfielder,Forward,Serie A
Antonio Sánchez,ESP,Mallorca,26,1997,16.1,3,23,9,39.1,1.43,0.56,0.13,0.33,20.1,0,0,0,2.5,2.5,0.11,+0.5,+0.5,,Midfielder,La Liga
Davinson Sánchez,COL,Tottenham,27,1996,0.9,0,1,0,0.0,1.17,0.00,0.00,0,8.6,0,0,0,0.1,0.1,0.12,-0.1,-0.1,,Defender,Premier League
Juanlu Sánchez,ESP,Sevilla,19,2003,13.1,0,11,2,18.2,0.84,0.15,0.00,0.00,20.5,0,0,0,0.9,0.9,0.08,-0.9,-0.9,,Defender,La Liga
Manu Sánchez,ESP,Celta Vigo,22,2000,19.7,0,9,1,11.1,0.46,0.05,0.00,0.00,18.6,0,0,0,0.5,0.5,0.05,-0.5,-0.5,Midfielder,Defender,La Liga
Robert Sánchez,ESP,Chelsea,25,1997,15.9,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,,Goalkeeper,Premier League
Jadon Sancho,ENG,Manchester Utd,23,2000,0.9,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,Midfielder,Forward,Premier League
Jadon Sancho,ENG,Dortmund,23,2000,10.5,2,9,4,44.4,0.86,0.38,0.22,0.50,13.3,0,0,0,0.7,0.7,0.08,+1.3,+1.3,Midfielder,Forward,Bundesliga
Alex Sandro,BRA,Juventus,32,1991,8.0,1,5,1,20.0,0.62,0.12,0.20,1.00,8.2,0,0,0,0.4,0.4,0.08,+0.6,+0.6,,Defender,Serie A
Ibou Sané,SEN,Metz,18,2005,1.4,1,2,1,50.0,1.41,0.70,0.50,1.00,16.9,0,0,0,0.7,0.7,0.35,+0.3,+0.3,Forward,Midfielder,Ligue 1
Leroy Sané,GER,Bayern Munich,27,1996,23.7,8,73,28,38.4,3.07,1.18,0.11,0.29,17.6,6,0,0,10.9,10.9,0.15,-2.9,-2.9,,Forward,Bundesliga
Sadibou Sané,SEN,Metz,19,2004,9.4,0,5,0,0.0,0.53,0.00,0.00,0,14.2,0,0,0,0.4,0.4,0.07,-0.4,-0.4,,Defender,Ligue 1
Arouna Sangante,SEN,Le Havre,21,2002,29.9,0,16,3,18.8,0.54,0.10,0.00,0.00,15.2,0,0,0,0.9,0.9,0.06,-0.9,-0.9,,Defender,Ligue 1
Ibrahim Sangaré,CIV,Nott'ham Forest,25,1997,11.5,0,8,0,0.0,0.70,0.00,0.00,0,17.0,0,0,0,0.6,0.6,0.08,-0.6,-0.6,,Midfielder,Premier League
Morgan Sanson,FRA,Nice,28,1994,21.8,2,41,9,22.0,1.88,0.41,0.05,0.22,20.6,1,0,0,3.3,3.3,0.08,-1.3,-1.3,,Midfielder,Ligue 1
Nicola Sansone,ITA,Lecce,31,1991,8.5,2,23,5,21.7,2.70,0.59,0.09,0.40,18.9,2,0,0,2.8,2.8,0.12,-0.8,-0.8,Midfielder,Forward,Serie A
Baptiste Santamaria,FRA,Rennes,28,1995,21.4,0,28,9,32.1,1.31,0.42,0.00,0.00,23.6,0,0,0,1.9,1.9,0.07,-1.9,-1.9,,Midfielder,Ligue 1
Jesús Santiago,ESP,Getafe,19,2004,7.3,1,5,2,40.0,0.69,0.27,0.20,0.50,18.5,0,0,0,0.6,0.6,0.12,+0.4,+0.4,,Midfielder,La Liga
Andrey Santos,BRA,Nott'ham Forest,19,2004,0.1,0,2,0,0.0,22.50,0.00,0.00,0,22.6,0,0,0,0.1,0.1,0.03,-0.1,-0.1,,Midfielder,Premier League
Andrey Santos,BRA,Strasbourg,19,2004,9.2,1,12,4,33.3,1.30,0.43,0.08,0.25,22.1,0,0,0,1.0,1.0,0.08,0.0,0.0,,Midfielder,Ligue 1
Tiago Santos,POR,Lille,21,2002,26.3,1,33,7,21.2,1.26,0.27,0.03,0.14,22.5,0,0,0,1.4,1.4,0.04,-0.4,-0.4,,Defender,Ligue 1
Paco Sanz,ESP,Almería,18,2004,0.3,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,,Defender,La Liga
Riccardo Saponara,ITA,Hellas Verona,31,1991,3.8,0,5,1,20.0,1.32,0.26,0.00,0.00,25.6,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Midfielder,Forward,Serie A
Pablo Sarabia,ESP,Wolves,31,1992,19.4,4,44,16,36.4,2.27,0.83,0.05,0.13,19.1,7,2,2,5.5,3.9,0.09,-1.5,-1.9,Forward,Midfielder,Premier League
Amin Sarr,SWE,Lyon,22,2001,1.1,0,5,2,40.0,4.59,1.84,0.00,0.00,13.5,0,0,0,0.3,0.3,0.07,-0.3,-0.3,Midfielder,Forward,Ligue 1
Amin Sarr,SWE,Wolfsburg,22,2001,4.3,0,6,2,33.3,1.40,0.47,0.00,0.00,15.7,0,0,0,0.6,0.6,0.09,-0.6,-0.6,Midfielder,Forward,Bundesliga
Bouna Sarr,SEN,Bayern Munich,31,1992,1.2,0,1,1,100.0,0.85,0.85,0.00,0.00,5.0,0,0,0,0.2,0.2,0.22,-0.2,-0.2,,Defender,Bundesliga
Ismaila Sarr,SEN,Marseille,25,1998,16.1,3,25,10,40.0,1.55,0.62,0.12,0.30,12.7,0,0,0,3.2,3.2,0.13,-0.2,-0.2,Midfielder,Forward,Ligue 1
Mamadou Sarr,FRA,Lyon,17,2005,0.1,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,,Defender,Ligue 1
Martin Satriano,URU,Brest,22,2001,20.7,4,63,20,31.7,3.04,0.97,0.06,0.20,16.2,0,0,0,6.1,6.1,0.10,-2.1,-2.1,,Forward,Ligue 1
Téji Savanier,FRA,Montpellier,31,1991,30.7,9,75,22,29.3,2.44,0.72,0.03,0.09,26.8,21,7,7,9.1,3.6,0.05,-0.1,-1.6,,Midfielder,Ligue 1
Stefan Savić,MNE,Atlético Madrid,32,1991,18.1,0,5,1,20.0,0.28,0.06,0.00,0.00,11.9,0,0,0,0.3,0.3,0.07,-0.3,-0.3,,Defender,La Liga
Sávio,BRA,Girona,19,2004,33.1,9,45,20,44.4,1.36,0.60,0.20,0.45,16.6,0,0,0,6.1,6.1,0.13,+2.9,+2.9,Midfielder,Forward,La Liga
Zanos Savva,CYP,Torino,17,2005,0.3,1,1,1,100.0,3.21,3.21,1.00,1.00,8.2,0,0,0,0.2,0.2,0.16,+0.8,+0.8,Midfielder,Defender,Serie A
Saba Sazonov,GEO,Torino,21,2002,4.0,0,1,0,0.0,0.25,0.00,0.00,0,3.0,0,0,0,0.2,0.2,0.16,-0.2,-0.2,,Defender,Serie A
Joe Scally,USA,Gladbach,20,2002,24.8,1,11,1,9.1,0.44,0.04,0.09,1.00,22.0,0,0,0,0.6,0.6,0.05,+0.4,+0.4,,Defender,Bundesliga
Giorgio Scalvini,ITA,Atalanta,19,2003,28.3,1,19,6,31.6,0.67,0.21,0.05,0.17,14.6,0,0,0,1.4,1.4,0.08,-0.4,-0.4,,Defender,Serie A
Gianluca Scamacca,ITA,Atalanta,24,1999,16.1,12,60,26,43.3,3.72,1.61,0.20,0.46,15.1,0,0,0,6.5,6.5,0.11,+5.5,+5.5,,Forward,Serie A
Dane Scarlett,ENG,Tottenham,19,2004,0.2,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,,Forward,Premier League
Kevin Schade,GER,Brentford,21,2001,3.7,2,8,4,50.0,2.16,1.08,0.25,0.50,15.8,0,0,0,1.2,1.2,0.15,+0.8,+0.8,Midfielder,Forward,Premier League
András Schäfer,HUN,Union Berlin,24,1999,13.5,1,21,5,23.8,1.56,0.37,0.05,0.20,16.9,0,0,0,1.8,1.8,0.08,-0.8,-0.8,,Midfielder,Bundesliga
Fabian Schär,SUI,Newcastle Utd,31,1991,33.9,4,35,9,25.7,1.03,0.27,0.11,0.44,18.9,3,0,0,2.5,2.5,0.07,+1.5,+1.5,,Defender,Premier League
Patrik Schick,CZE,Leverkusen,27,1996,11.8,7,39,12,30.8,3.30,1.02,0.15,0.50,12.7,0,1,1,6.0,5.3,0.13,+1.0,+0.7,,Forward,Bundesliga
Stefan Schimmer,GER,Heidenheim,29,1994,1.7,0,5,0,0.0,2.94,0.00,0.00,0,9.7,0,0,0,0.6,0.6,0.12,-0.6,-0.6,Forward,Midfielder,Bundesliga
Xaver Schlager,AUT,RB Leipzig,25,1997,27.5,0,21,3,14.3,0.76,0.11,0.00,0.00,26.0,0,0,0,1.1,1.1,0.05,-1.1,-1.1,,Midfielder,Bundesliga
Keven Schlotterbeck,GER,Bochum,26,1997,24.3,5,27,12,44.4,1.11,0.49,0.19,0.42,12.9,0,0,0,2.0,2.0,0.08,+3.0,+3.0,,Defender,Bundesliga
Nico Schlotterbeck,GER,Dortmund,23,1999,31.8,2,27,6,22.2,0.85,0.19,0.07,0.33,13.4,0,0,0,3.0,3.0,0.11,-1.0,-1.0,,Defender,Bundesliga
Jeffrey Schlupp,GHA,Crystal Palace,30,1992,15.0,2,19,11,57.9,1.26,0.73,0.11,0.18,19.4,0,0,0,1.8,1.8,0.10,+0.2,+0.2,Midfielder,Forward,Premier League
Romano Schmid,AUT,Werder Bremen,23,2000,28.9,4,38,10,26.3,1.31,0.35,0.11,0.40,19.6,1,0,0,5.2,5.2,0.14,-1.2,-1.2,Forward,Midfielder,Bundesliga
Kenneth Schmidt,GER,Freiburg,21,2002,0.8,0,1,0,0.0,1.32,0.00,0.00,0,29.0,0,0,0,0.0,0.0,0.02,0.0,0.0,,Defender,Bundesliga
Niklas Schmidt,GER,Toulouse,25,1998,14.1,1,20,13,65.0,1.42,0.92,0.05,0.08,27.6,2,0,0,1.2,1.2,0.06,-0.2,-0.2,,Midfielder,Ligue 1
Benno Schmitz,GER,Köln,28,1994,12.8,0,8,5,62.5,0.62,0.39,0.00,0.00,23.4,0,0,0,0.2,0.2,0.03,-0.2,-0.2,,Defender,Bundesliga
Fabian Schnellhardt,GER,Darmstadt 98,29,1994,2.6,0,5,2,40.0,1.91,0.77,0.00,0.00,27.1,1,0,0,0.2,0.2,0.04,-0.2,-0.2,,Midfielder,Bundesliga
Jan Schöppner,GER,Heidenheim,24,1999,22.2,2,17,4,23.5,0.77,0.18,0.12,0.50,17.4,0,0,0,1.1,1.1,0.06,+0.9,+0.9,,Midfielder,Bundesliga
Marcel Schuhen,GER,Darmstadt 98,30,1993,31.0,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,,Goalkeeper,Bundesliga
Perr Schuurs,NED,Torino,23,1999,8.6,1,7,1,14.3,0.82,0.12,0.14,1.00,25.5,0,0,0,0.7,0.7,0.10,+0.3,+0.3,,Defender,Serie A
Marvin Schwäbe,GER,Köln,28,1995,34.0,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,,Goalkeeper,Bundesliga
Alexander Schwolow,GER,Union Berlin,31,1992,1.0,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,,Goalkeeper,Bundesliga
Alex Scott,ENG,Bournemouth,19,2003,11.3,1,15,3,20.0,1.33,0.27,0.07,0.33,22.8,2,0,0,0.7,0.7,0.05,+0.3,+0.3,,Midfielder,Premier League
Simone Scuffet,ITA,Cagliari,27,1996,31.0,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,,Goalkeeper,Serie A
Jérémy Sebas,MTQ,Strasbourg,20,2003,4.4,2,7,4,57.1,1.58,0.90,0.29,0.50,14.7,0,0,0,1.0,1.0,0.14,+1.0,+1.0,Midfielder,Forward,Ligue 1
Manuel Sebastián,ESP,Sevilla,19,2004,1.3,0,1,0,0.0,0.77,0.00,0.00,0,31.7,0,0,0,0.0,0.0,0.03,0.0,0.0,,Midfielder,La Liga
Demba Seck,SEN,Torino,22,2001,4.7,0,9,2,22.2,1.91,0.42,0.00,0.00,17.6,0,0,0,0.3,0.3,0.04,-0.3,-0.3,,Midfielder,Serie A
Demba Seck,SEN,Frosinone,22,2001,3.3,0,7,2,28.6,2.11,0.60,0.00,0.00,16.8,0,0,0,1.1,1.1,0.16,-1.1,-1.1,Midfielder,Forward,Serie A
Aleksandar Sedlar,SRB,Alavés,31,1991,10.5,1,4,1,25.0,0.38,0.10,0.25,1.00,10.7,0,0,0,0.3,0.3,0.07,+0.7,+0.7,,Defender,La Liga
Alidu Seidu,GHA,Rennes,23,2000,6.6,0,2,0,0.0,0.30,0.00,0.00,0,28.7,0,0,0,0.2,0.2,0.12,-0.2,-0.2,,Defender,Ligue 1
Alidu Seidu,GHA,Clermont Foot,23,2000,12.6,0,6,1,16.7,0.48,0.08,0.00,0.00,36.3,0,0,0,0.1,0.1,0.01,-0.1,-0.1,,Defender,Ligue 1
Nicolas Seiwald,AUT,RB Leipzig,22,2001,8.0,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,,Midfielder,Bundesliga
Nikola Sekulov,ITA,Juventus,21,2002,0.1,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,,Forward,Serie A
Davie Selke,GER,Köln,28,1995,14.1,6,33,11,33.3,2.35,0.78,0.18,0.55,11.1,0,0,0,4.8,4.8,0.14,+1.2,+1.2,,Forward,Bundesliga
Matz Sels,BEL,Nott'ham Forest,31,1992,16.0,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,,Goalkeeper,Premier League
Matz Sels,BEL,Strasbourg,31,1992,19.0,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,,Goalkeeper,Ligue 1
Nélson Semedo,POR,Wolves,29,1993,34.3,0,17,4,23.5,0.50,0.12,0.00,0.00,19.7,0,0,0,1.3,1.3,0.07,-1.3,-1.3,Midfielder,Defender,Premier League
Vivaldo Semedo,POR,Udinese,18,2005,0.1,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,,Forward,Serie A
Antoine Semenyo,GHA,Bournemouth,23,2000,23.4,8,70,30,42.9,2.99,1.28,0.11,0.27,17.8,0,0,0,4.6,4.6,0.07,+3.4,+3.4,,Forward,Premier League
Marvin Senaya,TOG,Strasbourg,22,2001,23.8,1,17,4,23.5,0.72,0.17,0.06,0.25,21.5,0,0,0,1.2,1.2,0.07,-0.2,-0.2,Midfielder,Defender,Ligue 1
Marcos Senesi,ARG,Bournemouth,26,1997,24.9,4,13,4,30.8,0.52,0.16,0.31,1.00,12.3,0,0,0,2.0,2.0,0.16,+2.0,+2.0,,Defender,Premier League
Stefano Sensi,ITA,Inter,27,1995,0.5,0,2,0,0.0,3.91,0.00,0.00,0,28.5,1,0,0,0.1,0.1,0.04,-0.1,-0.1,,Midfielder,Serie A
Suat Serdar,GER,Hellas Verona,26,1997,18.4,0,22,7,31.8,1.19,0.38,0.00,0.00,22.4,0,0,0,1.0,1.0,0.05,-1.0,-1.0,,Midfielder,Serie A
