Player,Nation,Squad,Age,Born,90s,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Take-Ons Att,Take-Ons Succ,Take-Ons Succ%,Take-Ons Tkld,Take-Ons Tkld%,Carries Carries,Carries TotDist,Carries PrgDist,Carries PrgC,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Receiving Rec,Receiving PrgR,Position_2,Position,League
Gorka Rivera Alonso,ESP,Getafe,18,2004,0.0,6,0,3,2,1,0,6,0,0,0,0,0,3,6,1,0,0,0,0,0,4,0,,Defender,La Liga
Sergi Roberto,ESP,Barcelona,31,1992,9.6,737,10,112,448,179,28,737,6,3,50.0,1,16.7,395,2125,1028,13,18,4,22,7,563,33,Defender,Midfielder,La Liga
Lucas Robertone,ARG,Almería,26,1997,26.5,1675,72,405,975,316,17,1675,21,8,38.1,9,42.9,873,4221,2061,31,27,4,27,16,1041,37,,Midfielder,La Liga
Connor Roberts,WAL,Burnley,27,1995,9.1,557,28,182,259,120,6,557,2,0,0.0,2,100.0,309,1163,620,6,10,0,3,1,358,13,,Defender,Premier League
Andrew Robertson,SCO,Liverpool,29,1994,18.8,1713,67,387,789,548,55,1713,17,5,29.4,12,70.6,979,4623,2638,63,40,6,18,6,1160,130,,Defender,Premier League
Antonee Robinson,USA,Fulham,25,1997,36.3,2536,165,930,977,660,63,2536,81,37,45.7,35,43.2,1267,7547,4004,99,70,9,47,16,1376,194,,Defender,Premier League
Jack Robinson,ENG,Sheffield Utd,29,1993,32.1,1567,235,793,606,177,31,1567,11,5,45.5,3,27.3,685,2943,1429,8,6,1,18,5,785,14,,Defender,Premier League
Marc Roca,ESP,Betis,26,1996,22.0,1403,53,333,858,229,23,1403,21,11,52.4,9,42.9,821,4146,2096,24,22,6,19,18,957,20,,Midfielder,La Liga
Sebastian Rode,GER,Eint Frankfurt,32,1990,0.7,65,1,6,43,18,1,65,0,0,0,0,0,31,139,85,3,2,0,2,0,40,4,,Midfielder,Bundesliga
Sergio Rodelas,ESP,Granada,18,2004,1.4,53,0,10,19,24,6,53,6,2,33.3,3,50.0,25,201,74,3,3,1,8,1,28,5,Defender,Forward,La Liga
Rodri,ESP,Manchester City,27,1996,32.6,3988,114,664,2337,1013,80,3988,64,42,65.6,14,21.9,2513,11575,6408,76,88,12,23,32,3242,55,,Midfielder,Premier League
Rodri,ESP,Betis,23,2000,11.7,711,3,98,325,299,43,711,57,24,42.1,24,42.1,496,3253,1607,49,30,14,28,18,564,116,Midfielder,Forward,La Liga
Óscar Rodríguez Arnaiz,ESP,Getafe,25,1998,10.7,595,7,56,287,259,30,595,31,14,45.2,16,51.6,320,1818,757,13,24,4,35,12,415,48,Forward,Midfielder,La Liga
Damián Rodríguez,ESP,Celta Vigo,20,2003,2.9,227,6,42,132,54,1,227,0,0,0,0,0,145,548,239,2,4,1,1,2,174,4,,Midfielder,La Liga
Dani Rodríguez,ESP,Mallorca,35,1988,29.1,1316,29,178,636,524,44,1316,79,33,41.8,40,50.6,690,4223,1991,54,47,9,55,60,787,110,,Midfielder,La Liga
Guido Rodríguez,ARG,Betis,29,1994,20.5,1259,70,360,747,156,19,1259,14,10,71.4,3,21.4,672,2647,1129,8,13,1,20,17,779,18,,Midfielder,La Liga
Jay Rodriguez,ENG,Burnley,34,1989,9.1,314,11,48,165,101,24,313,9,6,66.7,3,33.3,152,441,137,2,3,1,20,5,225,28,,Forward,Premier League
Kirian Rodríguez,ESP,Las Palmas,27,1996,35.7,3337,59,712,2088,560,19,3337,37,26,70.3,9,24.3,2158,9111,4802,46,45,0,49,48,2719,78,,Midfielder,La Liga
Miguel Rodríguez,ESP,Celta Vigo,20,2003,3.3,170,1,16,61,97,6,170,17,3,17.6,11,64.7,115,803,430,14,12,3,4,4,117,35,,Midfielder,La Liga
Ricardo Rodríguez,SUI,Torino,30,1992,30.8,1894,135,673,989,243,9,1894,11,8,72.7,3,27.3,1134,6330,3677,61,36,4,10,4,1291,40,,Defender,Serie A
Rodrygo,BRA,Real Madrid,22,2001,26.4,1352,3,50,414,905,206,1351,147,60,40.8,68,46.3,1002,7409,4344,159,106,84,72,30,1145,301,,Forward,La Liga
Mads Roerslev,DEN,Brentford,24,1999,22.1,966,99,362,342,268,23,966,28,11,39.3,15,53.6,448,1985,864,18,12,6,23,15,520,90,,Defender,Premier League
Rogério,BRA,Wolfsburg,25,1998,10.1,659,25,168,337,163,10,659,18,4,22.2,13,72.2,364,2102,1019,27,16,4,12,8,369,42,,Defender,Bundesliga
Morgan Rogers,ENG,Aston Villa,21,2002,7.1,289,10,66,131,98,23,289,33,17,51.5,12,36.4,150,1084,563,22,11,6,17,11,185,30,Forward,Midfielder,Premier League
Merlin Röhl,GER,Freiburg,21,2002,16.4,676,30,130,316,255,41,676,42,21,50.0,14,33.3,398,2785,1414,44,37,10,50,42,428,87,Forward,Midfielder,Bundesliga
Alessio Romagnoli,ITA,Lazio,28,1995,26.8,1995,276,973,992,36,18,1995,1,0,0.0,1,100.0,981,4361,2024,7,2,0,9,0,1347,2,,Defender,Serie A
Simone Romagnoli,ITA,Frosinone,33,1990,30.2,1733,393,1076,620,42,23,1733,0,0,0,0,0,706,3315,1598,2,2,0,4,0,934,2,,Defender,Serie A
Carlos Romero,ESP,Villarreal,21,2001,2.9,203,16,78,70,55,7,203,6,3,50.0,3,50.0,83,524,257,6,3,1,5,2,102,21,,Defender,La Liga
Cristian Romero,ARG,Tottenham,25,1998,31.0,2923,357,1254,1494,198,33,2923,8,5,62.5,1,12.5,1957,9359,6026,32,42,0,12,4,2071,8,,Defender,Premier League
Luka Romero,ARG,Milan,18,2004,1.0,48,1,8,23,19,2,48,3,1,33.3,2,66.7,37,261,103,4,2,0,3,2,35,7,Midfielder,Forward,Serie A
Luka Romero,ARG,Almería,18,2004,4.9,226,5,39,118,71,5,226,16,7,43.8,8,50.0,143,750,341,11,12,1,20,9,155,20,,Forward,La Liga
Oriol Romeu,ESP,Barcelona,31,1991,10.4,922,27,148,615,161,4,922,5,4,80.0,1,20.0,539,2322,1245,12,25,0,9,8,701,4,,Midfielder,La Liga
Valentin Rongier,FRA,Marseille,28,1994,9.5,685,27,135,413,143,10,685,10,5,50.0,5,50.0,511,2879,1333,19,14,1,14,8,465,10,,Midfielder,Ligue 1
Frank Ronstadt,GER,Darmstadt 98,26,1997,0.8,56,5,14,27,16,0,56,3,0,0.0,1,33.3,33,190,117,3,2,0,1,2,39,4,Midfielder,Defender,Bundesliga
Marten de Roon,NED,Atalanta,32,1991,28.9,1981,99,589,1110,294,4,1981,9,3,33.3,5,55.6,1040,4998,2569,28,22,0,19,8,1307,22,Defender,Midfielder,Serie A
Unai Ropero,ESP,Alavés,21,2001,0.1,7,0,1,1,5,1,7,2,0,0.0,2,100.0,3,9,6,0,0,0,0,0,3,0,,Midfielder,La Liga
Vitor Roque,BRA,Barcelona,18,2005,3.6,126,5,11,43,74,22,126,15,4,26.7,9,60.0,82,573,334,12,6,6,11,8,97,26,,Forward,La Liga
Pablo Rosario,NED,Nice,26,1997,22.3,1398,80,425,814,164,22,1398,20,11,55.0,8,40.0,1031,4765,2214,20,19,2,26,15,987,27,Defender,Midfielder,Ligue 1
Valentin Rosier,FRA,Nice,26,1996,0.6,47,3,13,20,15,3,47,1,0,0.0,1,100.0,24,196,102,3,3,1,2,1,21,2,Midfielder,Defender,Ligue 1
Francesco Rossi,ITA,Atalanta,32,1991,0.1,2,2,2,0,0,0,2,0,0,0,0,0,1,12,12,0,0,0,0,0,0,0,,Goalkeeper,Serie A
Joe Rothwell,ENG,Bournemouth,28,1995,4.3,251,8,49,147,56,1,251,13,7,53.8,4,30.8,140,862,437,6,4,0,5,2,155,3,,Midfielder,Premier League
Anthony Rouault,FRA,Stuttgart,22,2001,11.2,1030,75,385,571,76,5,1030,6,2,33.3,4,66.7,639,2713,1556,8,5,0,7,3,753,10,,Defender,Bundesliga
Jérôme Roussillon,FRA,Union Berlin,30,1993,8.4,462,28,141,210,121,6,462,11,5,45.5,5,45.5,217,931,516,10,9,2,16,8,213,29,,Defender,Bundesliga
Nicolò Rovella,ITA,Lazio,21,2001,14.6,1157,49,316,723,131,3,1157,18,10,55.6,7,38.9,575,3079,1311,21,11,1,18,11,787,11,,Midfielder,Serie A
Amir Rrahmani,KVX,Napoli,29,1994,28.9,2477,209,973,1399,116,40,2477,15,10,66.7,3,20.0,1557,7914,4596,19,15,1,7,6,1792,4,,Defender,Serie A
Ruan,BRA,Sassuolo,24,1999,16.8,853,128,460,359,43,16,853,4,2,50.0,2,50.0,418,2099,978,8,4,0,6,2,457,6,,Defender,Serie A
Pelly Ruddock Mpanzu,COD,Luton Town,30,1993,12.2,481,30,114,240,130,15,481,16,9,56.3,6,37.5,235,961,378,10,7,5,12,16,270,15,,Midfielder,Premier League
Antonio Rüdiger,GER,Real Madrid,30,1993,30.1,2022,275,1000,964,65,25,2022,3,1,33.3,2,66.7,1337,6743,4149,17,10,1,4,2,1525,1,,Defender,La Liga
Fabian Rüdlin,GER,Freiburg,26,1997,0.1,6,0,0,2,4,0,6,0,0,0,0,0,3,6,0,0,0,0,0,0,3,0,,Midfielder,Bundesliga
Javier Rueda Garcia,ESP,Celta Vigo,21,2002,0.2,17,0,6,8,3,0,17,0,0,0,0,0,8,22,4,0,1,0,1,0,10,2,Defender,Midfielder,La Liga
Daniele Rugani,ITA,Juventus,29,1994,13.2,738,69,329,373,40,12,738,0,0,0,0,0,451,2006,899,2,4,0,3,2,501,2,,Defender,Serie A
Matteo Ruggeri,ITA,Atalanta,21,2002,27.2,1799,57,488,787,539,25,1799,41,21,51.2,16,39.0,862,4276,2186,55,40,5,29,10,1116,132,,Defender,Serie A
Mário Rui,POR,Napoli,32,1991,13.4,1185,33,294,647,251,8,1185,9,3,33.3,4,44.4,623,2907,1775,33,21,1,10,9,812,59,,Defender,Serie A
Aitor Ruibal,ESP,Betis,27,1996,11.3,744,36,232,318,209,25,744,45,27,60.0,14,31.1,380,1932,1016,22,15,9,19,9,409,50,Forward,Defender,La Liga
Fabián Ruiz Peña,ESP,Paris S-G,27,1996,13.3,987,47,226,558,220,20,987,20,16,80.0,2,10.0,812,3729,1523,16,25,1,12,3,761,40,,Midfielder,Ligue 1
Sergio Ruiz,ESP,Granada,28,1994,27.7,1578,81,486,927,199,26,1578,54,23,42.6,17,31.5,931,5100,2665,34,24,6,37,15,1046,23,,Midfielder,La Liga
Julian Ryerson,NOR,Dortmund,25,1997,19.6,1346,60,430,588,343,32,1346,40,16,40.0,18,45.0,813,4244,2096,41,41,6,29,26,867,118,,Defender,Bundesliga
Frederik Rønnow,DEN,Union Berlin,30,1992,33.0,1401,1071,1384,16,3,3,1401,0,0,0,0,0,806,4273,2894,0,1,1,1,0,705,0,,Goalkeeper,Bundesliga
José Sá,POR,Wolves,30,1993,33.7,1198,1049,1189,8,1,0,1198,3,3,100.0,0,0.0,677,4662,3131,0,1,1,1,1,481,0,,Goalkeeper,Premier League
Youssouf Sabaly,SEN,Betis,30,1993,11.6,761,37,250,340,178,14,761,23,12,52.2,8,34.8,437,2179,1089,31,22,2,18,13,488,43,,Defender,La Liga
Emmanuel Sabbi,USA,Le Havre,25,1997,17.6,630,17,106,260,272,61,628,60,20,33.3,37,61.7,438,2526,1057,38,16,16,44,22,402,101,Midfielder,Forward,Ligue 1
Stefano Sabelli,ITA,Genoa,30,1993,27.0,1230,56,303,499,440,16,1230,33,8,24.2,20,60.6,616,3388,1772,69,44,4,39,11,684,101,,Defender,Serie A
Marcel Sabitzer,AUT,Dortmund,29,1994,21.8,1305,69,271,694,346,56,1304,30,11,36.7,15,50.0,711,3258,1767,39,21,7,23,14,883,69,,Midfielder,Bundesliga
Falaye Sacko,MLI,Montpellier,28,1995,15.4,922,54,288,425,220,11,922,19,11,57.9,8,42.1,548,3276,1612,38,28,5,14,7,472,42,,Defender,Ligue 1
Dominic Sadi,ENG,Bournemouth,19,2003,0.0,2,0,0,2,0,0,2,0,0,0,0,0,1,6,0,0,0,0,0,0,1,0,,Forward,Premier League
Umar Sadiq,NGA,Real Sociedad,26,1997,12.0,363,8,17,147,206,60,363,49,31,63.3,17,34.7,226,1327,427,18,11,10,49,39,272,74,,Forward,La Liga
Alexis Saelemaekers,BEL,Bologna,24,1999,21.0,1271,7,177,555,558,47,1271,106,40,37.7,58,54.7,818,4996,2370,65,49,17,49,25,945,180,Midfielder,Forward,Serie A
Modibo Sagnan,MLI,Montpellier,24,1999,11.7,676,107,342,306,31,13,676,2,2,100.0,0,0.0,447,2290,1211,7,3,0,6,3,408,5,,Defender,Ligue 1
Wesley Saïd,FRA,Lens,28,1995,11.3,386,2,27,158,209,77,386,21,13,61.9,7,33.3,298,1747,741,18,15,7,27,11,285,95,Midfielder,Forward,Ligue 1
Théo Sainte-Luce,FRA,Montpellier,24,1998,3.8,229,20,80,109,43,4,229,9,3,33.3,5,55.6,120,639,326,8,6,1,5,1,110,6,,Defender,Ligue 1
Bukayo Saka,ENG,Arsenal,21,2001,32.4,1952,37,182,474,1310,271,1946,122,49,40.2,54,44.3,1223,7180,3728,155,68,72,56,53,1393,508,,Forward,Premier League
Mamadou Sakho,FRA,Montpellier,33,1990,0.1,18,1,11,7,0,0,18,0,0,0,0,0,15,50,36,0,0,0,0,0,15,0,,Defender,Ligue 1
Ibrahim Salah,MAR,Rennes,21,2001,5.8,341,14,59,128,159,18,341,29,11,37.9,18,62.1,268,1775,700,15,17,2,18,15,237,61,Midfielder,Forward,Ligue 1
Mohamed Salah,EGY,Liverpool,31,1992,28.2,1359,4,47,460,866,241,1352,77,27,35.1,49,63.6,977,5309,2614,98,54,66,77,59,1116,341,,Forward,Premier League
Amine Salama,FRA,Reims,23,2000,3.5,110,0,10,48,56,10,110,14,10,71.4,3,21.4,85,723,311,10,4,3,15,5,79,33,,Forward,Ligue 1
Kike Salas,ESP,Sevilla,21,2002,17.8,1237,106,554,570,122,33,1237,8,0,0.0,7,87.5,584,2361,1105,11,3,1,10,8,751,16,,Defender,La Liga
William Saliba,FRA,Arsenal,22,2001,38.0,3093,223,1239,1720,142,15,3093,15,10,66.7,4,26.7,1992,9002,5201,16,22,1,22,13,2297,6,,Defender,Premier League
Mohammed Salisu,GHA,Monaco,24,1999,11.5,905,90,337,540,38,7,905,6,4,66.7,2,33.3,639,3462,1671,7,13,0,5,1,588,6,,Defender,Ligue 1
Roland Sallai,HUN,Freiburg,26,1997,20.4,826,28,110,352,372,74,825,57,21,36.8,28,49.1,511,2882,1311,47,38,15,43,15,615,139,Forward,Midfielder,Bundesliga
Yoann Salmier,GUF,Le Havre,30,1992,17.4,926,101,413,432,88,19,926,8,5,62.5,3,37.5,575,3006,1489,8,16,0,10,4,511,8,,Defender,Ligue 1
Salvi,ESP,Rayo Vallecano,32,1991,0.3,14,0,1,9,4,0,14,1,1,100.0,0,0.0,14,102,47,2,2,0,0,2,13,2,,Midfielder,La Liga
Lazar Samardzic,SRB,Udinese,21,2002,26.4,1284,39,216,616,487,32,1283,101,47,46.5,49,48.5,656,4109,2253,65,39,8,53,20,735,91,,Midfielder,Serie A
Diadie Samassékou,MLI,Cádiz,27,1996,1.0,60,1,16,37,9,0,60,2,2,100.0,0,0.0,33,215,110,2,4,0,2,0,32,1,,Midfielder,La Liga
Diadie Samassékou,MLI,Hoffenheim,27,1996,0.0,4,1,2,2,0,0,4,0,0,0,0,0,3,10,3,0,0,0,0,0,2,0,,Midfielder,Bundesliga
Mama Samba Baldé,GNB,Lyon,27,1995,6.1,234,2,21,87,133,43,234,28,12,42.9,16,57.1,176,1287,586,23,9,15,28,11,174,73,Midfielder,Forward,Ligue 1
Brice Samba,FRA,Lens,29,1994,33.0,1194,917,1173,22,0,0,1194,0,0,0,0,0,861,4654,2662,0,0,0,2,0,600,0,,Goalkeeper,Ligue 1
Albert Sambi Lokonga,BEL,Luton Town,23,1999,14.5,899,54,223,513,170,11,899,22,11,50.0,7,31.8,529,3027,1707,29,19,2,12,11,597,13,,Midfielder,Premier League
Junior Sambia,FRA,Salernitana,26,1996,11.5,634,40,183,287,170,18,634,24,5,20.8,12,50.0,308,1573,868,23,20,9,16,12,393,37,Midfielder,Defender,Serie A
Fede San Emeterio,ESP,Cádiz,26,1997,1.7,67,5,20,41,6,1,67,1,0,0.0,0,0.0,28,108,68,0,0,0,1,0,37,0,,Midfielder,La Liga
Antonio Sanabria,PAR,Torino,27,1996,23.7,856,14,78,467,322,82,854,32,14,43.8,17,53.1,504,2382,721,19,16,4,55,23,665,109,Midfielder,Forward,Serie A
Oihan Sancet,ESP,Athletic Club,23,2000,21.9,1058,6,67,497,516,83,1057,56,26,46.4,23,41.1,694,4286,2121,76,68,14,78,43,839,157,,Midfielder,La Liga
Renato Sanches,POR,Roma,25,1997,1.6,94,1,23,46,26,3,94,5,4,80.0,1,20.0,64,342,184,5,5,1,3,5,73,5,,Midfielder,Serie A
Ricard Sánchez,ESP,Granada,23,2000,25.5,1338,78,395,534,417,39,1338,34,19,55.9,13,38.2,641,3601,1929,49,35,4,37,15,703,103,,Defender,La Liga
Alexis Sánchez,CHI,Inter,34,1988,8.5,453,0,28,189,240,37,452,22,12,54.5,8,36.4,294,1426,584,16,16,4,22,15,356,58,Midfielder,Forward,Serie A
Antonio Sánchez,ESP,Mallorca,26,1997,16.1,730,18,159,356,231,31,730,26,14,53.8,12,46.2,416,2521,1014,35,26,5,41,27,448,61,,Midfielder,La Liga
Davinson Sánchez,COL,Tottenham,27,1996,0.9,83,8,24,45,14,1,83,0,0,0,0,0,68,238,80,0,2,0,1,0,66,0,,Defender,Premier League
Juanlu Sánchez,ESP,Sevilla,19,2003,13.1,943,63,281,357,317,20,943,51,25,49.0,24,47.1,446,2381,1373,42,21,7,21,4,529,112,,Defender,La Liga
Manu Sánchez,ESP,Celta Vigo,22,2000,19.7,1104,63,332,473,310,23,1104,28,11,39.3,16,57.1,508,2954,1490,41,25,5,32,11,527,67,Midfielder,Defender,La Liga
Robert Sánchez,ESP,Chelsea,25,1997,15.9,649,561,644,5,0,0,649,0,0,0,0,0,392,1890,1130,0,0,0,1,0,360,0,,Goalkeeper,Premier League
Jadon Sancho,ENG,Manchester Utd,23,2000,0.9,51,4,12,18,26,6,51,7,3,42.9,3,42.9,38,298,192,10,5,5,0,2,34,5,Midfielder,Forward,Premier League
Jadon Sancho,ENG,Dortmund,23,2000,10.5,622,11,72,215,344,56,622,70,36,51.4,30,42.9,445,3182,1821,61,37,29,21,9,484,114,Midfielder,Forward,Bundesliga
Alex Sandro,BRA,Juventus,32,1991,8.0,638,59,217,338,85,8,638,10,3,30.0,3,30.0,343,1804,1068,16,9,0,7,4,408,9,,Defender,Serie A
Ibou Sané,SEN,Metz,18,2005,1.4,77,2,13,28,38,3,77,7,3,42.9,4,57.1,48,330,167,6,2,3,8,4,38,8,Forward,Midfielder,Ligue 1
Leroy Sané,GER,Bayern Munich,27,1996,23.7,1398,6,99,448,880,143,1398,167,93,55.7,65,38.9,936,7599,4060,121,85,44,63,42,1085,274,,Forward,Bundesliga
Sadibou Sané,SEN,Metz,19,2004,9.4,441,79,239,171,34,9,441,3,3,100.0,0,0.0,248,1652,829,8,3,1,4,0,224,8,,Defender,Ligue 1
Arouna Sangante,SEN,Le Havre,21,2002,29.9,1827,193,760,863,224,35,1827,17,11,64.7,4,23.5,1163,6282,2969,20,23,2,19,15,1045,27,,Defender,Ligue 1
Ibrahim Sangaré,CIV,Nott'ham Forest,25,1997,11.5,554,36,176,289,92,12,554,12,6,50.0,6,50.0,279,1219,532,5,4,0,10,8,327,7,,Midfielder,Premier League
Morgan Sanson,FRA,Nice,28,1994,21.8,1093,33,170,505,436,46,1093,50,25,50.0,22,44.0,799,5075,2036,57,51,12,61,41,726,98,,Midfielder,Ligue 1
Nicola Sansone,ITA,Lecce,31,1991,8.5,372,4,48,170,159,26,372,24,11,45.8,11,45.8,220,1519,683,15,10,6,7,18,261,75,Midfielder,Forward,Serie A
Baptiste Santamaria,FRA,Rennes,28,1995,21.4,1444,67,333,906,212,18,1444,25,14,56.0,9,36.0,1076,5551,2275,13,28,0,27,19,1005,36,,Midfielder,Ligue 1
Jesús Santiago,ESP,Getafe,19,2004,7.3,244,10,47,148,51,8,244,8,3,37.5,5,62.5,131,727,311,5,4,1,9,4,141,12,,Midfielder,La Liga
Andrey Santos,BRA,Nott'ham Forest,19,2004,0.1,10,1,3,3,4,0,10,1,0,0.0,1,100.0,2,15,13,0,0,0,0,0,4,0,,Midfielder,Premier League
Andrey Santos,BRA,Strasbourg,19,2004,9.2,614,15,135,398,86,7,614,19,8,42.1,9,47.4,476,2609,1018,5,19,0,12,10,437,15,,Midfielder,Ligue 1
Tiago santos,POR,Lille,21,2002,26.3,1715,50,371,876,494,53,1715,105,54,51.4,36,34.3,1167,7938,3810,89,55,22,44,26,1080,137,,Defender,Ligue 1
Paco Sanz,ESP,Almería,18,2004,0.3,15,3,11,4,0,0,15,0,0,0,0,0,5,12,11,0,0,0,1,0,8,0,,Defender,La Liga
Riccardo Saponara,ITA,Hellas Verona,31,1991,3.8,164,4,21,80,65,11,164,9,4,44.4,4,44.4,115,753,346,12,9,3,15,3,120,32,Midfielder,Forward,Serie A
Pablo Sarabia,ESP,Wolves,31,1992,19.4,1172,13,137,552,495,55,1170,43,17,39.5,22,51.2,687,3304,1501,41,52,9,41,23,822,137,Forward,Midfielder,Premier League
Amin Sarr,SWE,Lyon,22,2001,1.1,35,2,3,14,18,7,35,3,2,66.7,1,33.3,21,116,50,3,1,2,4,0,21,8,Midfielder,Forward,Ligue 1
Amin Sarr,SWE,Wolfsburg,22,2001,4.3,181,3,13,89,80,10,181,11,2,18.2,8,72.7,112,466,175,3,5,0,13,9,134,26,Midfielder,Forward,Bundesliga
Bouna Sarr,SEN,Bayern Munich,31,1992,1.2,116,2,19,80,17,2,116,4,1,25.0,2,50.0,58,256,136,3,2,1,2,0,80,4,,Defender,Bundesliga
Ismaila Sarr,SEN,Marseille,25,1998,16.1,675,24,72,252,357,89,675,45,14,31.1,25,55.6,508,3343,1556,49,33,21,32,25,486,152,Midfielder,Forward,Ligue 1
Mamadou Sarr,FRA,Lyon,17,2005,0.1,5,0,1,4,0,0,5,0,0,0,0,0,4,13,5,0,0,0,0,0,4,0,,Defender,Ligue 1
Martin Satriano,URU,Brest,22,2001,20.7,714,32,79,297,347,99,714,45,21,46.7,24,53.3,490,2665,889,28,22,12,67,16,507,121,,Forward,Ligue 1
Téji Savanier,FRA,Montpellier,31,1991,30.7,2283,58,434,1212,682,52,2276,108,55,50.9,42,38.9,1525,8329,3398,39,59,8,59,38,1409,108,,Midfielder,Ligue 1
Stefan Savić,MNE,Atlético Madrid,32,1991,18.1,1162,140,595,533,38,10,1162,8,8,100.0,0,0.0,675,3586,2334,14,6,0,5,0,760,2,,Defender,La Liga
Sávio,BRA,Girona,19,2004,33.1,1490,17,169,486,878,158,1490,236,104,44.1,90,38.1,1096,9821,5124,181,93,80,98,49,1136,372,Midfielder,Forward,La Liga
Zanos Savva,CYP,Torino,17,2005,0.3,15,0,7,4,4,1,15,0,0,0,0,0,9,30,5,0,0,0,0,1,10,1,Midfielder,Defender,Serie A
Saba Sazonov,GEO,Torino,21,2002,4.0,242,27,147,91,5,1,242,0,0,0,0,0,136,710,290,0,0,0,3,0,143,0,,Defender,Serie A
Joe Scally,USA,Gladbach,20,2002,24.8,1581,111,612,707,273,20,1581,33,11,33.3,20,60.6,911,4302,1921,39,33,6,22,21,997,75,,Defender,Bundesliga
Giorgio Scalvini,ITA,Atalanta,19,2003,28.3,1864,129,790,879,209,41,1864,19,15,78.9,4,21.1,951,4341,2433,30,22,6,22,12,1174,33,,Defender,Serie A
Gianluca Scamacca,ITA,Atalanta,24,1999,16.1,655,15,35,283,340,93,655,31,15,48.4,11,35.5,448,2109,629,22,21,5,72,48,565,167,,Forward,Serie A
Dane Scarlett,ENG,Tottenham,19,2004,0.2,11,0,0,5,6,2,11,3,0,0.0,2,66.7,10,32,2,0,0,1,5,0,11,4,,Forward,Premier League
Kevin Schade,GER,Brentford,21,2001,3.7,148,3,17,59,73,19,148,14,2,14.3,10,71.4,84,631,283,8,3,5,14,6,98,23,Midfielder,Forward,Premier League
András Schäfer,HUN,Union Berlin,24,1999,13.5,776,24,187,333,269,36,776,50,21,42.0,26,52.0,378,2213,994,37,25,12,34,20,451,71,,Midfielder,Bundesliga
Fabian Schär,SUI,Newcastle Utd,31,1991,33.9,2483,359,1304,1060,140,40,2483,22,13,59.1,8,36.4,1490,7974,4981,28,42,1,17,12,1677,20,,Defender,Premier League
Patrik Schick,CZE,Leverkusen,27,1996,11.8,350,7,15,132,208,90,349,25,8,32.0,14,56.0,191,814,265,7,4,5,23,17,281,88,,Forward,Bundesliga
Stefan Schimmer,GER,Heidenheim,29,1994,1.7,79,3,11,27,41,9,79,1,0,0.0,1,100.0,35,96,32,1,0,0,6,4,49,12,Forward,Midfielder,Bundesliga
Xaver Schlager,AUT,RB Leipzig,25,1997,27.5,2060,52,377,1390,313,17,2060,32,19,59.4,8,25.0,1302,7183,4443,73,48,2,32,27,1471,45,,Midfielder,Bundesliga
Keven Schlotterbeck,GER,Bochum,26,1997,24.3,1329,200,655,573,108,66,1329,8,6,75.0,2,25.0,580,2496,1414,9,4,2,12,0,635,15,,Defender,Bundesliga
Nico Schlotterbeck,GER,Dortmund,23,1999,31.8,3024,330,1351,1543,155,39,3024,17,8,47.1,7,41.2,1883,9985,6376,55,42,2,19,3,2160,11,,Defender,Bundesliga
Jeffrey Schlupp,GHA,Crystal Palace,30,1992,15.0,536,22,110,249,185,27,536,41,17,41.5,20,48.8,288,1372,626,20,10,6,41,23,338,52,Midfielder,Forward,Premier League
Romano Schmid,AUT,Werder Bremen,23,2000,28.9,1580,31,237,816,561,68,1580,111,41,36.9,60,54.1,1002,5514,2923,75,72,22,80,58,1118,165,Forward,Midfielder,Bundesliga
Kenneth Schmidt,GER,Freiburg,21,2002,0.8,55,4,20,30,6,0,55,0,0,0,0,0,29,143,37,2,0,0,0,1,28,3,,Defender,Bundesliga
Niklas Schmidt,GER,Toulouse,25,1998,14.1,959,35,172,565,234,14,959,20,11,55.0,9,45.0,742,3774,1630,20,26,1,18,9,688,43,,Midfielder,Ligue 1
Benno Schmitz,GER,Köln,28,1994,12.8,821,37,216,378,237,11,821,14,5,35.7,7,50.0,349,1573,847,27,22,2,6,0,433,47,,Defender,Bundesliga
Fabian Schnellhardt,GER,Darmstadt 98,29,1994,2.6,196,6,41,110,47,2,196,2,1,50.0,1,50.0,101,569,302,6,4,0,2,2,133,9,,Midfielder,Bundesliga
Jan Schöppner,GER,Heidenheim,24,1999,22.2,944,79,302,468,180,36,944,23,11,47.8,11,47.8,351,1746,750,16,11,4,31,14,420,32,,Midfielder,Bundesliga
Marcel Schuhen,GER,Darmstadt 98,30,1993,31.0,1570,1186,1530,40,0,0,1570,1,1,100.0,0,0.0,890,4586,2833,0,0,0,0,0,756,0,,Goalkeeper,Bundesliga
Perr Schuurs,NED,Torino,23,1999,8.6,500,42,239,233,34,7,500,2,2,100.0,0,0.0,285,1289,562,9,6,0,9,5,296,4,,Defender,Serie A
Marvin Schwäbe,GER,Köln,28,1995,34.0,1393,1004,1359,35,0,0,1393,0,0,0,0,0,833,4192,2745,0,0,0,0,0,821,0,,Goalkeeper,Bundesliga
Alexander Schwolow,GER,Union Berlin,31,1992,1.0,41,36,41,0,0,0,41,0,0,0,0,0,10,56,39,0,0,0,0,0,18,0,,Goalkeeper,Bundesliga
Alex Scott,ENG,Bournemouth,19,2003,11.3,612,33,120,295,217,29,612,37,13,35.1,20,54.1,330,2166,1129,24,21,10,17,11,361,35,,Midfielder,Premier League
